id	sample1_sample2	sample1_sample3	sample2_sample3	0	1	2	3	4
chr10_102499514_102499555	0.11410379941405512	0.0770773198031175	0.07457760630386599	0.9210218123261602	0.07535499926804275	0	0.0036231884057971	0
chr10_102503973_102504010	0.1637953033449309	0.08732140496688923	0.0993739851779664	0.5369058329584645	0.43914005098215625	0.016363022941970305	0.007591093117408903	0
chr10_102504022_102504040	0.101613062152297	0.1295706355284295	0.13257854617977263	0.8605319346654392	0.08476398559838867	0.04358410808988472	0.007752968279284066	0.003367003367003367
chr10_102504332_102504351	0.13570825898086986	0.005251238516238461	0.13619836461786364	0.9468937342812493	0.04105807294766622	0.0040160642570281095	0.0040160642570281095	0.0040160642570281095
chr10_102504422_102504481	0.238362518385678	0.1240311061023329	0.2029842210155223	0.936969696969697	0.05636363636363636	0.006666666666666667	0	0
chr10_102505365_102505407	0.1369828706389252	0.1324925148859999	0.15286361014923142	0.9607376283846872	0.016059757236227823	0.01071428571428571	0.01248832866479925	0
chr10_102505850_102505875	0.09272781325999441	0.10274997238536118	0.09690297400025487	0.931319073164067	0.058336373641057516	0.010344553194875468	0	0
chr10_102505880_102505890	0.1284827968989947	0.0818514600300938	0.08521631704397949	0.8867869423662009	0.08220447884762877	0.02644236874050822	0.0045662100456621	0
chr10_102507582_102507610	0.15982403968368095	0.18611097525397907	0.09459060375247019	0.8113819176319177	0.144747425997426	0.019425675675675675	0.014732142857142857	0.009712837837837838
chr10_102507833_102507850	0.23166590414906088	0.11450204333536583	0.2273158313492058	0.9348894348894349	0.03528853528853528	0.009620009620009615	0.004329004329004326	0.01587301587301587
chr10_102509561_102509583	0.17677159450805388	0.241274530705963	0.11340118597484122	0.7783915370186473	0.20406460333222995	0.017543859649122806	0	0
chr10_102589479_102589495	0.21901982456565428	0.22198852267348396	0.1654156860825934	0.5422061769076695	0.2632341539057957	0.12087129288621826	0.06276087096982619	0.0109275053304904
chr10_102729552_102729571	0.10017096663238143	0.002174514839011241	0.0994973405057603	0.968483153590227	0.025564465457392122	0.0059523809523809494	0	0
chr10_102729582_102729618	0.09970929513099831	0.050853637572180165	0.12349545176538389	0.961038961038961	0.0329004329004329	0.006060606060606061	0	0
chr10_102778702_102778718	0.10432130866294427	0.1684356324195118	0.11765655952208966	0.1358974358974359	0.27573260073260075	0.29624542124542125	0.23626373626373628	0.05586080586080586
chr10_102792136_102792147	0.08863901336802452	0	0.08863901336802452	0.9947916666666666	0.005208333333333333	0	0	0
chr10_102802634_102802659	0	0.11137992477560377	0.11137992477560377	0.9918032786885246	0	0.00546448087431694	0.00273224043715847	0
chr10_102802665_102802705	0.01936151537206019	0.10561908626353969	0.09100678862046689	0.48914757329391473	0.5081423996058142	0	0.002710027100271	0
chr10_102821227_102821253	0	0	0	1	0	0	0	0
chr10_102822518_102822538	0.10339101649181251	0.10496761260419193	0.08313461523289695	0.38336467006894076	0.6127137613036082	0.0039215686274509795	0	0
chr10_102822540_102822567	0.12473180543575732	0.07640994207335987	0.05744563428030582	0.9858676207513417	0.014132379248658317	0	0	0
chr10_102822568_102822578	0.14442618688952086	0.0424447801665881	0.10892996526823712	0.9784582326081117	0.02154176739188826	0	0	0
chr10_102826120_102826138	0.15941772435544413	0.20430727858435974	0.05145599266463746	0.909370754441177	0.08064340458706655	0	0	0.009985840971756463
chr10_102826183_102826221	0.1560886064894951	0.12243853552173227	0.10966969639254927	0.865031137647663	0.09462955829481254	0.034689586543400104	0.005649717514124294	0
chr10_102826233_102826252	0.1310624054492327	0.047595324226472904	0.1332714457093399	0.9001926040061633	0.06117263739085773	0.021716101694915255	0.016918656908063687	0
chr10_102826270_102826323	0.05659931578485465	0.00740603555804932	0.04931377413379416	0.9704626498999186	0.029537350100081412	0	0	0
chr10_102881103_102881186	0.0908170460971262	0.1586898894707653	0.08319446991783286	0.4532162709628792	0.5256942481628039	0.02108948087431694	0	0
chr10_102883308_102883322	0.09157565088042402	0.1601943352444086	0.10131171364601653	0.872522076289692	0.07903791050181617	0.02587373107936812	0	0.022566282129123656
chr10_102883323_102883367	0.1833036486351137	0.15849311600158222	0.09871991940029087	0.9208745133273435	0.05696316262353998	0.006289308176100627	0.01058201058201058	0.00529100529100529
chr10_102883369_102883383	0.2242993231913866	0.1742290200862159	0.10575543850347613	0.9281870410466142	0.03275681341719077	0.027302356485777453	0.006289308176100627	0.00546448087431694
chr10_102891381_102891414	0.10831283308449734	0.15610000388855097	0.23362203355627598	0.4151980047367655	0.5279525397266437	0.03394792204183702	0.005649717514124294	0.017251815980629536
chr10_102891424_102891458	0.21283395998754692	0.22497956430093075	0.10712066225824247	0.8725533078184801	0.09299998343191344	0.01667577911427009	0.006060606060606061	0.011710323574730353
chr10_102892022_102892092	0.13125722238493853	0.14193523920498174	0.14796586135901293	0.7764983953508543	0.16390406800242865	0.04866857489808309	0.00819672131147541	0.00273224043715847
chr10_102893949_102893977	0.22525478550610847	0.18164732584254026	0.19748257877194733	0.4356241487389028	0.4840918201573939	0.04543302084285691	0.01447348988332595	0.020377520377520372
chr10_102893980_102894019	0.1602003672009	0.13935094366535988	0.1559848502974124	0.7613535194180355	0.14848719687429365	0.0561829110216207	0.014385353095030513	0.01959101959101959
chr10_102899867_102899889	0.1391954538151196	0.18121035857488432	0.10561440397314666	0.7320290799758059	0.18933254643576508	0.0484485198691636	0.019996887643946467	0.010192966075319013
chr10_102900103_102900119	0.0046948954521727655	0.12280332683151893	0.12344774387990326	0.9505484711367065	0.03964760729466612	0.009803921568627449	0	0
chr10_102900120_102900142	0.04379112805394596	0.17935215479767547	0.20146157363016437	0.9662817719680464	0.019012345679012343	0.009803921568627449	0	0.004901960784313723
chr10_102906307_102906352	0.12698637637034377	0.10467350255637918	0.03563322010721602	0.7993822751700648	0.15543112177686358	0.045186603053071636	0	0
chr10_102973630_102973679	0.07778452744826282	0	0.07778452744826282	0.9959839357429718	0.0040160642570281095	0	0	0
chr10_102977697_102977771	0.02948469849406241	0.201541989584897	0.21636327148578108	0.7586919026870007	0.22047476397966595	0.015625	0.005208333333333333	0
chr10_102982592_102982617	0.1331469499751292	0.12064712033774862	0.03829990604190304	0.9170020120724346	0.07373872866830614	0	0.009259259259259257	0
chr10_102982622_102982633	0.08923355289168902	0.14042178130170896	0.09855620347801135	0.9251650435860962	0.06069774227668964	0.009632709632709631	0.004504504504504504	0
chr10_102982634_102982674	0.1577315988373795	0.08300942259408547	0.13580431601705367	0.9659687944835745	0.019208585214353056	0.010256410256410256	0	0.0045662100456621
chr10_102987021_102987039	0.16850651782468618	0.149983044060794	0.25206794015757344	0.8058076225045372	0.14119110035625462	0.0057471264367816065	0.017667092379736054	0.029587058322690502
chr10_102996464_102996491	0.06293456798798096	0.13429026589856707	0.12517758662172512	0.30669779546846293	0.5608006736068586	0.09107252208905607	0.027960881229405415	0.013468127606217007
chr10_103051129_103051142	0.09046854727827656	0.19200848001918142	0.16394773656637118	0.8328727987417401	0.10287523860419605	0.041456555674031	0.013405735618530456	0.009389671361502346
chr10_103051211_103051245	0.11992681610102986	0.11934829649412376	0.12237736016134461	0.9305957851485651	0.05993604402145901	0.0045662100456621	0.004901960784313723	0
chr10_103114012_103114034	0	0	0	1	0	0	0	0
chr10_103114036_103114057	0.08077203463766199	0	0.08077203463766199	0.9956709956709957	0.004329004329004326	0	0	0
chr10_103329364_103329394	0.03963590437147265	0.0842206972548763	0.0966909445025799	0.7757965305135117	0.19697283848227246	0.023567627341212243	0	0.0036630036630036634
chr10_103347780_103347799	0	0	0	1	0	0	0	0
chr10_103348030_103348073	0.06410511626782553	0.031539642250383707	0.03258872296299274	0.45280513935133804	0.547194860648662	0	0	0
chr10_1034327_1034364	0.07640994207335987	0	0.07640994207335987	0.9961240310077519	0.0038759689922480602	0	0	0
chr10_103453901_103453991	0.07197248922207126	0.08205527403561906	0.11660496575411776	0.6528984374185612	0.34373455921443535	0	0	0.003367003367003367
chr10_103454386_103454414	0.07973828239225846	0.001775304501927603	0.07825947588038154	0.991715550066893	0.008284449933106923	0	0	0
chr10_103534420_103534457	0.17577573342005703	0.07830932384276044	0.1912428116477558	0.2694568095196532	0.499706632529361	0.14321666521195192	0.04221582147740828	0.045404071261625586
chr10_103534479_103534499	0.16661891216050348	0.12875494037304153	0.10875580294511077	0.6578920213746084	0.16826976229961305	0.11372765800626497	0.04007370554634236	0.020036852773171177
chr10_103536258_103536288	0.013122283810411898	0.1324687934738764	0.12819463125551186	0.9254535147392291	0.05328798185941043	0.01662887377173091	0	0.004629629629629627
chr10_103538828_103538854	0.08628844987869154	0.03394046324916353	0.09488699444345426	0.9137764349811952	0.07605177478372344	0.01017179023508137	0	0
chr10_103546725_103546774	0.018183027194919942	0.06597483138437588	0.08187928114483053	0	0	0.02945962083893118	0.13048962531721153	0.8400507538438573
chr10_103599581_103599609	0	0.08025016523890416	0.08025016523890416	0.9957264957264957	0.004273504273504273	0	0	0
chr10_103601076_103601092	0.13813866157534102	0.1273974494617812	0.06311005321555849	0.9399564176758476	0.05111039664678074	0	0.005758582502768546	0.0031746031746031733
chr10_103601093_103601152	0.25534110319677167	0.1838420515125547	0.13400945000612957	0.82929056713361	0.12415361747330933	0.026655317880642862	0.014925373134328358	0.00497512437810945
chr10_103601154_103601167	0.24549150140850914	0.14049034064163635	0.15145510176120527	0.3879726803265034	0.40992003998001	0.11573379976678329	0.02748625687156421	0.05888722305513909
chr10_103824917_103824956	0	0	0	1	0	0	0	0
chr10_103825210_103825221	0	0	0	1	0	0	0	0
chr10_103825225_103825243	0.07386613219588728	0	0.07386613219588728	0.9963768115942029	0.0036231884057971	0	0	0
chr10_103825253_103825280	0.08934376457044957	0.08934376457044957	0	0.9947089947089947	0.00529100529100529	0	0	0
chr10_103825282_103825291	0	0	0	1	0	0	0	0
chr10_103825675_103825703	0	0	0	1	0	0	0	0
chr10_103880326_103880346	0.16264794818192688	0.06669748192054534	0.11279685258071202	0.4672440798637982	0.5143699117783624	0	0.01369117267708817	0.004694835680751173
chr10_103880348_103880360	0.08240093002615631	0	0.08240093002615631	0.9954954954954954	0	0	0	0.004504504504504504
chr10_103880362_103880370	0.08354325349154712	0.10958206015490345	0.13735827596036265	0.9874338624338624	0.007936507936507934	0	0.004629629629629627	0
chr10_103880373_103880395	0.08473444211492175	0.11184339012829315	0.13985656752117512	0.9869736324281779	0.008264462809917354	0	0.00476190476190476	0
chr10_103912203_103912235	0	0.12988628453423612	0.12988628453423612	0.9888888888888889	0	0	0.005555555555555553	0.005555555555555553
chr10_103986143_103986152	0.15335543711198057	0.14512914401205815	0.22782920346341043	0.8838383838383839	0.06767676767676768	0.032828282828282825	0.015656565656565653	0
chr10_103990319_103990340	0.11791740420656405	0.12609647691996642	0.17466933880733543	0.6041366041366042	0.3566618566618567	0.03487253487253487	0	0.004329004329004326
chr10_103990357_103990404	0.08184706449108912	0.08184706449108912	0	0.9955555555555556	0	0	0.004444444444444444	0
chr10_103990562_103990577	0.005166737528584599	0.21523856731063423	0.21945266651407	0.49562160879735795	0.4947444798346266	0.009633911368015413	0	0
chr10_103990594_103990622	0.17661114504767259	0.16839927416404368	0.11085403614690278	0.8627008032128515	0.09475401606425703	0.03852911646586345	0.0040160642570281095	0
chr10_103991014_103991037	0.14275727398569762	0.09410640492036992	0.18827356898206468	0.4900640264147036	0.3959190014072409	0.08428824679715628	0.018208844295800816	0.011519881085098474
chr10_103991040_103991061	0.012948811272620663	0.09095470827484535	0.0877306490161348	0.8779517867753162	0.10235973177149649	0.017237501061030468	0.00245098039215686	0
chr10_103991525_103991592	0.04318170101111761	0.09096890278439519	0.11947908985951157	0.9356895396688678	0.0604344913388841	0.0038759689922480602	0	0
chr10_103991711_103991745	0.08662079464369363	0.13973671277337044	0.1102460085358838	0.9869927471078344	0.008032128514056222	0.00497512437810945	0	0
chr10_104000503_104000532	0.16288163657628638	0.19663418077262743	0.11965118979485419	0.49844842398388434	0.3099541562981396	0.12125436959355373	0.06513471679108898	0.005208333333333333
chr10_104001436_104001475	0.11682059367883214	0.09006559789486684	0.08283714251501216	0.9856146469049696	0.009880848590526006	0	0	0.004504504504504504
chr10_104001489_104001508	0.11844278383472982	0.11146034206501483	0.013768945464818284	0.9379307968017646	0.055658946787979044	0.006410256410256409	0	0
chr10_104154068_104154097	0	0	0	1	0	0	0	0
chr10_104154103_104154141	0	0.077318122684784	0.077318122684784	0.996031746031746	0.003968253968253967	0	0	0
chr10_104154464_104154482	0.1248184149280346	0.10067459939533988	0.1089441332190314	0.4229341717713811	0.5667317178945086	0	0.006060606060606061	0.004273504273504273
chr10_104154484_104154503	0.01667048879333447	0.07923607159808974	0.09313841508032583	0.9900862068965518	0	0	0.009913793103448273	0
chr10_104154508_104154532	0.12135979311143805	0.07923607159808974	0.09234081302387864	0.9901836158192091	0	0.004166666666666667	0.005649717514124294	0
chr10_104154535_104154572	0.029661017924754104	0.01562576646999643	0.014082319505658941	0.9763664846452534	0.02363351535474663	0	0	0
chr10_104154575_104154606	0	0	0	1	0	0	0	0
chr10_104178766_104178807	0.20073037533708968	0.13226878193673372	0.1388007151964717	0.8439814814814814	0.13657407407407407	0.011111111111111112	0.008333333333333333	0
chr10_104181082_104181136	0.08240093002615631	0.07973828239225846	0.11439407479781974	0.9912760862127951	0.004504504504504504	0	0.00421940928270042	0
chr10_104181586_104181624	0.08727813964481348	0	0.08727813964481348	0.9949494949494949	0.00505050505050505	0	0	0
chr10_104181668_104181686	0	0.11762600574972763	0.11762600574972763	0.9908675799086758	0.0091324200913242	0	0	0
chr10_104181695_104181722	0	0	0	1	0	0	0	0
chr10_104181744_104181774	0.08354325349154712	0.08354325349154712	0	0.9953703703703703	0.004629629629629627	0	0	0
chr10_104181777_104181807	7.073823029442331e-4	0.08354325349154712	0.08413252384579421	0.9906755346896192	0.0093244653103808	0	0	0
chr10_104196541_104196620	0.1881449340360698	0.12185069056180574	0.16242897696259184	0	0.03293650793650793	0.02995522995522995	0.2470899470899471	0.690018315018315
chr10_104210461_104210473	0	0	0	1	0	0	0	0
chr10_104210474_104210506	0	0	0	1	0	0	0	0
chr10_104210635_104210647	0	0.11161093572431761	0.11161093572431761	0.9917695473251029	0.0041152263374485566	0.0041152263374485566	0	0
chr10_104210653_104210665	0	0.07825947588038154	0.07825947588038154	0.9959349593495934	0.004065040650406503	0	0	0
chr10_104210672_104210701	0	0	0	1	0	0	0	0
chr10_104221228_104221248	0.0429160492507863	0.23405788671092845	0.19181768167019594	0.4641851106639839	0.5358148893360161	0	0	0
chr10_104221263_104221309	0.09479765641977432	0.09479765641977432	0	0.9940476190476191	0.0059523809523809494	0	0	0
chr10_104262347_104262369	0	0	0	1	0	0	0	0
chr10_104403990_104404014	0.08413252384579421	0.08413252384579421	0	0.9953051643192488	0	0	0.004694835680751173	0
chr10_104404017_104404032	0.07923607159808974	0.07923607159808974	0	0.9958333333333333	0	0	0	0.004166666666666667
chr10_104404491_104404516	0	0	0	1	0	0	0	0
chr10_104416838_104416887	0.1366991983398692	0.12507713902784484	0.07647928735804022	0	0	0.0101010101010101	0.09977098924467345	0.8901280006543164
chr10_104614001_104614024	0.06896509825841972	0.07496444757139664	0.14365047854187654	0.599482265578156	0.400517734421844	0	0	0
chr10_104614029_104614061	0	0.07119689863385113	0.07119689863385113	0.9966329966329966	0.003367003367003367	0	0	0
chr10_104614075_104614092	0.11184339012829315	0.09182032341107338	0.1441820661798975	0.9861489450113118	0.008264462809917354	0	0.00186219739292365	0.0037243947858473
chr10_104614108_104614145	0	0.13370021574228688	0.13370021574228688	0.9882352941176471	0	0	0	0.011764705882352941
chr10_104678349_104678377	0.06778832504736067	0.12052481653823205	0.09971457146315042	0.6248172514619883	0.36567982456140347	0.00657894736842105	0.002923976608187133	0
chr10_104678386_104678421	0.1147511582591374	0.12807311217221096	0.05742216382817532	0.9891113653699466	0.008695652173913044	0	0.00219298245614035	0
chr10_104678547_104678579	0.07686000847344157	0	0.07686000847344157	0.996078431372549	0.0039215686274509795	0	0	0
chr10_104678586_104678607	0	0	0	1	0	0	0	0
chr10_104678756_104678779	0.09404915872573892	0.09325010961944728	0.002502434303783661	0.9707638888888889	0.024027777777777776	0	0	0.005208333333333333
chr10_104678815_104678832	0.08863901336802452	0.13424151071523008	0.10139016899316416	0.9879889455782314	0.006802721088435374	0	0.005208333333333333	0
chr10_104953021_104953039	0	0	0	1	0	0	0	0
chr10_104953046_104953060	0	0	0	1	0	0	0	0
chr10_104953143_104953159	0.09156335762804158	0.08934376457044957	0.0026641781569604708	0.989153439153439	0.010846560846560842	0	0	0
chr10_104953164_104953181	0	0	0	1	0	0	0	0
chr10_105036730_105036746	0.1652802902428827	0.04610879152925579	0.12671898305124557	0.9715608465608466	0.028439153439153434	0	0	0
chr10_105036747_105036770	0.04559562594748755	0.09395704924395364	0.13213471893085046	0.9826577939100626	0.017342206089937483	0	0	0
chr10_105036879_105036893	0.20215272373047746	0.19298807503675078	0.14753671652522446	0.9592592592592593	0.02063492063492063	0.01058201058201058	0	0.009523809523809523
chr10_105037884_105037908	0.18390571397096153	0.1877597904754751	0.24147559377637137	0.18165590766823161	0.5341761215440793	0.17263628064684403	0.07764084507042254	0.03389084507042254
chr10_105037914_105037933	0.09921666181852265	0.16912765282060307	0.14637634528050433	0.5444534632034632	0.24151785714285715	0.14329004329004327	0.03793290043290043	0.03280573593073593
chr10_105037940_105037959	0.13528605710651345	0.25200564578438367	0.15835209547445517	0.6349206349206349	0.1962962962962963	0.11468253968253968	0.030555555555555555	0.02354497354497354
chr10_105041586_105041615	0.08183834772584002	0.06705571551870664	0.10230172483778163	0.8057309373482273	0.10862878419944957	0.031325886352598344	0.027683341427877605	0.026631050671847168
chr10_105128247_105128266	0	0	0	1	0	0	0	0
chr10_105156390_105156443	0.017269163664255217	0.03384638187159563	0.016580855406709047	0.40031746031746035	0.5996825396825397	0	0	0
chr10_105233072_105233107	0.1477045905236847	0.16393362376342166	0.04628779519980178	0	0	0.014028314028314027	0.14602669896787546	0.8399449870038105
chr10_105253358_105253383	0.12102272119641269	0.14343226316376123	0.026847961329236263	0.9768246507376942	0.023175349262305783	0	0	0
chr10_105253385_105253405	0.11231268990696441	0.08890526855990033	0.16379530334493117	0.9741228070175438	0.021491228070175436	0	0.0043859649122807	0
chr10_105253410_105253418	0.08473444211492175	0.11525819139381172	0.08137756858315777	0.9864661654135338	0.00914786967418546	0	0.0043859649122807	0
chr10_105344246_105344278	0.13657684077239002	0.17609001230554974	0.23629530641684574	0.9118400865547486	0.054885997818394656	0.0231729055258467	0.00505050505050505	0.00505050505050505
chr10_105344549_105344560	0.174466505018085	0.12239836144262234	0.12878111044786678	0.7952748667034382	0.11537047251332966	0.027633756205184774	0.03910645339216768	0.022614451185879757
chr10_105344567_105344585	0.17062656111117616	0.1759259309472763	0.17430200676444074	0.8849248806802347	0.05818815851615388	0.02068988814117118	0.01816284914876464	0.01803422351367557
chr10_105344586_105344602	0.14640292260793875	0.1755148768085518	0.0938730240152932	0.9000191913175832	0.04152471709350804	0.0336251737145126	0.0114975845410628	0.013333333333333334
chr10_105344603_105344613	0.21456151713606614	0.18731726572836013	0.08743407381440452	0.8807638027106601	0.06057984767744604	0.020382266345475332	0.01885660753826313	0.01941747572815534
chr10_105344636_105344649	0.1626101460430194	0.20041353906290899	0.17779992834611621	0.8889000670690812	0.05568224159773455	0.021096952082867573	0.01937551233325881	0.014945226917057899
chr10_105344660_105344678	0.14986674417750623	0.17530470105296403	0.10189618781695495	0.76011417511814094	0.11711805368386738	0.05682573663229606	0.026065450475772436	0.03987658408992317
chr10_105344747_105344806	0.12492928768586166	0.14738320151604622	0.20683410565305987	0.44624574295506064	0.23972310854703607	0.1861282109130757	0.0722560637151155	0.05564687386971204
chr10_105344945_105344974	0.2533677014072722	0.23967867212447513	0.17769279129253354	0.011241174284652542	0.024132730015082954	0.04685006667103853	0.17521914005289965	0.7425568889763263
chr10_105382271_105382299	0.14824323702577755	0.10434539860322407	0.13762310667532013	0	0	0.006666666666666667	0.10543400102722136	0.887899332306112
chr10_105420220_105420296	0.18578868171837296	0.12489640773969246	0.13448680088070247	0.683982683982684	0.10966810966810966	0.0735930735930736	0.0707070707070707	0.06204906204906205
chr10_105452857_105452866	0.11024600853588377	0.15201502887605745	0.08897725785118316	0.9768163563344286	0.00906656930753316	0.00906656930753316	0.00505050505050505	0
chr10_105452885_105452907	0.07778452744826282	0.08863901336802452	0.11763900673969031	0.9907756024096386	0.0040160642570281095	0	0.005208333333333333	0
chr10_105615251_105615270	0	0	0	1	0	0	0	0
