id	sample1_sample2	sample1_sample3	sample2_sample3	0	1	2	3	4	D1	D2	D3	D4	D5	Class
chr10_102106319_102106353	0.07973828239225846	0.07973828239225846	0	0.9957805907172996	0	0	0	0.00421940928270042	0.33139618177106106	0.9904466578615524	0.6163828765953591	1	0.7718307236723841	D1
chr10_102106358_102106375	0.11450013829950992	0.08078188115308108	0.08025016523890416	0.987068487068487	0.0086025086025086	0	0	0.00432900432900432	0.29610923101163517	0.9902376159359199	0.6000089313443371	0.9862963697784257	0.75545417957957	D1
chr10_102106658_102106722	0.07805273252828505	0.10219776945412476	0.04416243654829106	0.4861350136899491	0.5103188870192706	0	0	0.00354609929078014	0.2833092528739622	0.9917536665035697	0.5907187006014994	0.8078652699416675	0.6195504727246093	D1
chr10_102107096_102107116	0.08354325349154712	0.00369414234109065	0.08662079464369363	0.9903952459922608	0.00960475400773907	0	0	0	0.2898133081930761	1	0.6121052931373828	0.9850681543347106	0.7636283522153797	D1
chr10_102107122_102107149	0	0	0	1	0	0	0	0	0.32868152693085767	1	0.6291387780159147	1	0.7810163551494856	D1
chr10_102107318_102107332	0.18981514627756516	0.21330974219282117	0.15617376963128465	0.48565840938722293	0.4774011299435028	0.0241199478487614	0.0064102564102564	0.0064102564102564	0.29778292508976806	0.9759266143063602	0.5717909666529868	0.7551117763962517	0.5554360631171251	D1
chr10_102107351_102107407	0.09313841508032585	0.10084606645984869	0.1424585834571342	0.980919540229885	0.01241379310344827	0	0.00666666666666666	0	0.2864682077704335	0.9893206966504212	0.5952515075806797	0.9703797928911766	0.7464295003599077	D1
chr10_102242426_102242476	0.00328800175838431	0.04638879505194419	0.04314742837728964	0.9756243756243757	0.02437562437562437	0	0	0	0.25068174174967056	1	0.5978318370391646	0.969873350850929	0.74673068409274	D1
chr10_102242520_102242534	0	0.07973828239225846	0.07973828239225846	0.9957805907172996	0.00421940928270042	0	0	0	0.30822645961626033	1	0.6197579600545171	0.992223406802673	0.7718307236723841	D1
chr10_102279240_102279284	0.1219620310279091	0.06854586888455488	0.15439964690631974	0.4213838593915667	0.18858372074055949	0.10354171764130168	0.15390669602805643	0.13258400619851562	0.4880305796236946	0.7417258168017551	0.34176046825411643	0.6250159463730204	0.21814488124508968	D5
chr10_102289270_102289311	0	0.15201502887605745	0.15201502887605745	0.9848484848484848	0.01515151515151515	0	0	0	0.27378628087901963	1	0.6059485207517669	0.9788291172128146	0.756610356739073	D1
chr10_102295784_102295829	0	0	0	1	0	0	0	0	0.32868152693085767	1	0.6291387780159147	1	0.7810163551494856	D1
chr10_102440827_102440850	0.10931786607948256	0.08021795706999753	0.07772474700885805	0.8740518174749654	0.0835691107983644	0.01831597264494429	0	0.0240630990817259	0.20033467692715257	0.9599806850013944	0.519841683109529	0.8985597419419501	0.6348692287262744	D1
chr10_102489373_102489408	0.15601565063849665	0.18862961435683143	0.15406045798080095	0.8950339071465833	0.07657103112502173	0.01950617283950617	0.00444444444444444	0.00444444444444444	0.19158853457831337	0.982186892300933	0.5517532523318	0.8919437869455058	0.6545399222729784	D1
chr10_102490212_102490266	0.09708040710412193	0.1919069678414678	0.12903824359941984	0.6664745959266507	0.2647205914329202	0.04981517721243748	0.01442342538232949	0.0045662100456621	0.20507312934325467	0.9703363536036113	0.5359001935629687	0.7628050870950832	0.537851270805268	D1
chr10_102490920_102490949	0.0993677153626102	0.0993677153626102	0	0.9934640522875816	0.0065359477124183	0	0	0	0.29981626733713224	1	0.6161817020471853	0.9889606688535231	0.768068265204725	D1
chr10_102495311_102495335	0.11406618868538644	0.1654750406122701	0.16559229538520806	0.8895995390377412	0.09029098242581388	0.0163641601843849	0.00374531835205992	0	0.1646256082925687	0.9932403674318846	0.5633472876372435	0.8896907709556306	0.6634624156766894	D1
chr10_102495388_102495402	0.1554935009559633	0.11388428105395829	0.16364956767251004	0.8974464509269263	0.07585189758364631	0.0154773541870316	0.0053763440860215	0.00584795321637426	0.19043082844491574	0.9782960716847389	0.5456571362602921	0.8963885493265944	0.6556123467240763	D1
chr10_102495406_102495443	0.06747917182820887	0.15456193292583245	0.12070469448186252	0.9094120932830608	0.07024158637061863	0.02034632034632034	0	0	0.19007069851658612	0.9999999999999999	0.5791888294255666	0.9036109135920402	0.6795487365413153	D1
chr10_102495444_102495454	0.1048057796137834	0.16074990431896757	0.07909404464823235	0.8904877948040147	0.07255379786047664	0.03226357165475747	0	0.00469483568075117	0.20635413844135453	0.9895466530059729	0.5661795729597674	0.88779095474998	0.653905420492175	D1
chr10_102499514_102499555	0.11410379941405512	0.0770773198031175	0.07457760630386599	0.9210218123261602	0.07535499926804275	0	0.0036231884057971	0	0.16122348173431408	0.9934183034182287	0.5638281680435672	0.9269746634589676	0.7007706675302614	D1
chr10_102503973_102504010	0.1637953033449309	0.08732140496688923	0.0993739851779664	0.5369058329584645	0.43914005098215625	0.0163630229419703	0.0075910931174089	0	0.25267342203326376	0.9881843397687945	0.5766029826094903	0.7728808281177166	0.5808677065542462	D1
chr10_102504022_102504040	0.101613062152297	0.1295706355284295	0.13257854617977263	0.8605319346654392	0.08476398559838867	0.04358410808988472	0.00775296827928406	0.00336700336700336	0.2132120090994325	0.9800012266724135	0.552965813577643	0.8536853753924319	0.6210879987259764	D1
chr10_102504332_102504351	0.13570825898086986	0.00525123851623846	0.13619836461786364	0.9468937342812492	0.04105807294766622	0.0040160642570281	0.0040160642570281	0.0040160642570281	0.22726980746648018	0.9836213500001789	0.5649148392914645	0.9395738032185249	0.7035924685401159	D1
chr10_102504422_102504481	0.238362518385678	0.1240311061023329	0.2029842210155223	0.936969696969697	0.05636363636363636	0.00666666666666666	0	0	0.19495724922318078	1	0.5812124039844772	0.9321481835911903	0.7070173604365075	D1
chr10_102505365_102505407	0.1369828706389252	0.1324925148859999	0.15286361014923142	0.9607376283846872	0.01605975723622782	0.01071428571428571	0.01248832866479925	0	0.2892691523259375	0.9827160983173712	0.5861419857415232	0.9394209407619766	0.713561248688403	D1
chr10_102505850_102505875	0.0927278132599944	0.10274997238536118	0.09690297400025488	0.931319073164067	0.05833637364105751	0.01034455319487546	0	0	0.19594267932346987	1	0.581226552930078	0.9250066520065667	0.7000137740144923	D1
chr10_102505880_102505890	0.1284827968989947	0.0818514600300938	0.08521631704397949	0.8867869423662009	0.08220447884762877	0.02644236874050822	0.0045662100456621	0	0.18816003581267918	0.9920783276601058	0.5663023760683716	0.879642472681691	0.6543956372460235	D1
chr10_102507582_102507610	0.15982403968368095	0.18611097525397907	0.0945906037524702	0.8113819176319177	0.144747425997426	0.01942567567567567	0.01473214285714285	0.00971283783783783	0.1586569264342783	0.960894311570221	0.5113120714442376	0.8438324485950686	0.5946505607798681	D1
chr10_102507833_102507850	0.23166590414906088	0.11450204333536584	0.2273158313492058	0.9348894348894348	0.03528853528853528	0.00962000962000961	0.00432900432900432	0.01587301587301587	0.25417217749500914	0.9635496185222595	0.5426296476264365	0.9342114007083732	0.6803578785641625	D1
chr10_102509561_102509583	0.17677159450805388	0.241274530705963	0.11340118597484122	0.7783915370186473	0.20406460333222995	0.0175438596491228	0	0	0.0943046984048841	1	0.5625748271641957	0.848161645457005	0.6297195798007363	D1
chr10_102589479_102589495	0.21901982456565428	0.22198852267348396	0.1654156860825934	0.5422061769076695	0.2632341539057957	0.12087129288621826	0.06276087096982619	0.0109275053304904	0.34405320890258906	0.9241322576646057	0.5175246784398806	0.6400256499410665	0.4135040601036019	D1
chr10_102729552_102729571	0.10017096663238144	0.00217451483901124	0.0994973405057603	0.968483153590227	0.02556446545739212	0.00595238095238094	0	0	0.2530797360845763	1	0.5981615336448604	0.9566885584107211	0.7329650901515887	D1
chr10_102729582_102729618	0.09970929513099833	0.05085363757218016	0.12349545176538387	0.961038961038961	0.0329004329004329	0.00606060606060606	0	0	0.23744522932468043	1	0.5931114470029726	0.9502372109897863	0.7259900529327198	D1
chr10_102778702_102778718	0.10432130866294428	0.1684356324195118	0.11765655952208966	0.1358974358974359	0.27573260073260075	0.29624542124542125	0.23626373626373628	0.05586080586080586	0.6977123546779256	0.7962606690065549	0.5950895356670048	0.33983782062943985	0.21850572093387993	D5
chr10_102792136_102792147	0.08863901336802452	0	0.08863901336802452	0.9947916666666666	0.00520833333333333	0	0	0	0.30452076152181484	1	0.618164771203245	0.9907875361835622	0.7701700012956672	D1
chr10_102802634_102802659	0	0.11137992477560377	0.11137992477560377	0.9918032786885246	0	0.00546448087431694	0.00273224043715847	0	0.33394274841763205	0.9947634225380895	0.6234734300729617	0.9835402558398432	0.7631756639870249	D1
chr10_102802665_102802705	0.01936151537206019	0.10561908626353968	0.09100678862046688	0.48914757329391473	0.5081423996058142	0	0.002710027100271	0	0.28048919056363836	0.9947981407519633	0.5946015146368212	0.80153796739133	0.6213974732813203	D1
chr10_102821227_102821253	0	0	0	1	0	0	0	0	0.32868152693085767	1	0.6291387780159147	1	0.7810163551494856	D1
chr10_102822518_102822538	0.10339101649181252	0.10496761260419192	0.08313461523289695	0.3833646700689408	0.6127137613036082	0.00392156862745097	0	0	0.36776294725422976	1	0.6324235876337211	0.7802805017414471	0.6231834020223669	D1
chr10_102822540_102822567	0.12473180543575732	0.07640994207335987	0.05744563428030582	0.9858676207513416	0.01413237924865831	0	0	0	0.27657921899600013	1	0.606989429888989	0.9799155445050941	0.7578241666738499	D1
chr10_102822568_102822578	0.14442618688952086	0.0424447801665881	0.10892996526823712	0.9784582326081116	0.02154176739188826	0	0	0	0.2574235432897452	1	0.6001109364260773	0.9724794424908814	0.7495827891701857	D1
chr10_102826120_102826138	0.15941772435544413	0.20430727858435976	0.05145599266463746	0.909370754441177	0.08064340458706655	0	0	0.00998584097175646	0.16255250262201007	0.9803962856871511	0.5433771717045576	0.9313971853950248	0.6870533981996801	D1
chr10_102826183_102826221	0.1560886064894951	0.12243853552173228	0.10966969639254928	0.865031137647663	0.09462955829481254	0.0346895865434001	0.00564971751412429	0	0.18703850189561674	0.9906219008607431	0.5634267036376559	0.8612076710589033	0.6371271029495121	D1
chr10_102826233_102826252	0.1310624054492327	0.0475953242264729	0.1332714457093399	0.9001926040061633	0.06117263739085773	0.02171610169491525	0.01691865690806368	0	0.22245216808308288	0.9783405873563866	0.5559526047295608	0.8821220820572443	0.6535178444485563	D1
chr10_102826270_102826323	0.05659931578485465	0.00740603555804932	0.04931377413379416	0.9704626498999186	0.02953735010008141	0	0	0	0.23903350352338107	1	0.5940621026401166	0.9653882652696038	0.7418654005616784	D1
chr10_102881103_102881186	0.0908170460971262	0.1586898894707653	0.08319446991783286	0.4532162709628792	0.5256942481628039	0.02108948087431694	0	0	0.3166412414276974	1	0.613417298483484	0.7645833738247068	0.5927336692028814	D1
chr10_102883308_102883322	0.09157565088042402	0.1601943352444086	0.10131171364601652	0.872522076289692	0.07903791050181617	0.02587373107936812	0	0.02256628212912365	0.21191752119438634	0.9619831166254376	0.5257409130917177	0.8914784505579005	0.6302189053725731	D1
chr10_102883323_102883367	0.1833036486351137	0.15849311600158222	0.09871991940029087	0.9208745133273436	0.05696316262353998	0.00628930817610062	0.01058201058201058	0.00529100529100529	0.21111070716578004	0.9730103701840128	0.5440652587779751	0.9151093336846362	0.674113718184882	D1
chr10_102883369_102883383	0.2242993231913866	0.1742290200862159	0.10575543850347612	0.9281870410466142	0.03275681341719077	0.02730235648577745	0.00628930817610062	0.00546448087431694	0.2666886633892151	0.9777972510300994	0.5676052615076209	0.9099870025756598	0.6729423669696535	D1
chr10_102891381_102891414	0.10831283308449734	0.15610000388855097	0.233622033556276	0.4151980047367655	0.5279525397266437	0.03394792204183702	0.00564971751412429	0.01725181598062953	0.35832154509741654	0.9596916254032593	0.5711239032128756	0.732741419394535	0.5285801358677319	D1
chr10_102891424_102891458	0.21283395998754692	0.22497956430093077	0.10712066225824247	0.8725533078184801	0.09299998343191344	0.01667577911427009	0.00606060606060606	0.01171032357473035	0.18106208746071728	0.9675151771686319	0.526301089751262	0.8840757353223786	0.6332027353121379	D1
chr10_102892022_102892092	0.13125722238493853	0.14193523920498174	0.1479658613590129	0.7764983953508543	0.16390406800242863	0.04866857489808309	0.00819672131147541	0.00273224043715847	0.17668789255801134	0.9807707579190635	0.5449051754094418	0.8091916550016305	0.5815148767510281	D1
chr10_102893949_102893977	0.22525478550610847	0.18164732584254023	0.19748257877194733	0.4356241487389028	0.4840918201573939	0.04543302084285691	0.01447348988332595	0.02037752037752037	0.3512081195491696	0.9449551332827407	0.5474330472100899	0.7120745072968171	0.4942087433790705	D1
chr10_102893980_102894019	0.1602003672009	0.13935094366535988	0.1559848502974124	0.7613535194180355	0.14848719687429365	0.0561829110216207	0.01438535309503051	0.01959101959101959	0.2195020322083342	0.9461601937349634	0.5014352822254926	0.7991072638935618	0.5394539684636122	D1
chr10_102899867_102899889	0.1391954538151196	0.18121035857488432	0.10561440397314666	0.7320290799758059	0.18933254643576508	0.0484485198691636	0.01999688764394646	0.01019296607531901	0.20127751224495471	0.9550823690946387	0.5115196480655738	0.7834417289609612	0.5382072611755546	D1
chr10_102900103_102900119	0.00469489545217276	0.12280332683151891	0.12344774387990326	0.9505484711367064	0.03964760729466612	0.00980392156862744	0	0	0.227716905172186	1	0.5898968763019413	0.9389528144562139	0.7145117291843462	D1
chr10_102900120_102900142	0.04379112805394596	0.17935215479767547	0.20146157363016437	0.9662817719680464	0.01901234567901234	0.00980392156862744	0	0.00490196078431372	0.27548775208070003	0.9891598691773641	0.5893102090781027	0.9568156216449799	0.722917216725126	D1
chr10_102906307_102906352	0.12698637637034377	0.10467350255637918	0.03563322010721602	0.7993822751700648	0.15543112177686358	0.04518660305307163	0	0	0.15688973082516333	1	0.5708423292216956	0.832427684625285	0.6155705881979548	D1
chr10_102973630_102973679	0.07778452744826282	0	0.07778452744826282	0.9959839357429718	0.0040160642570281	0	0	0	0.30901397579664613	1	0.6201001794139809	0.9925280859245456	0.7721841721383647	D1
chr10_102977697_102977771	0.02948469849406241	0.201541989584897	0.21636327148578108	0.7586919026870007	0.22047476397966595	0.015625	0.00520833333333333	0	0.10569433437055087	0.9912056610985159	0.5503809635434609	0.834615738129996	0.6148330325875982	D1
chr10_102982592_102982617	0.1331469499751292	0.12064712033774862	0.03829990604190304	0.9170020120724346	0.07373872866830614	0	0.00925925925925925	0	0.17125651363071934	0.9862279749008411	0.5553386843960393	0.919717876441288	0.6920521388601238	D1
chr10_102982622_102982633	0.08923355289168902	0.14042178130170896	0.09855620347801136	0.9251650435860962	0.06069774227668964	0.00963270963270963	0.0045045045045045	0	0.19658174459893754	0.9921637688553914	0.5695093857405085	0.9157071005897196	0.6887161912415282	D1
chr10_102982634_102982674	0.1577315988373795	0.08300942259408547	0.13580431601705367	0.9659687944835744	0.01920858521435305	0.01025641025641025	0	0.0045662100456621	0.275107957978917	0.9897884287155818	0.590070457875216	0.9559494303416114	0.7226520728409159	D1
chr10_102987021_102987039	0.16850651782468618	0.149983044060794	0.25206794015757344	0.8058076225045372	0.14119110035625462	0.0057471264367816	0.01766709237973605	0.0295870583226905	0.17373113799972847	0.9293434003231831	0.4644253310587352	0.8636138767639006	0.5868668197875772	D1
chr10_102996464_102996491	0.06293456798798096	0.13429026589856707	0.12517758662172512	0.30669779546846293	0.5608006736068586	0.09107252208905608	0.02796088122940541	0.013468127606217	0.4611744791427348	0.9430387810454	0.5976905626996871	0.6245215954474632	0.45908693248938626	D5
chr10_103051129_103051142	0.09046854727827656	0.19200848001918144	0.16394773656637118	0.8328727987417401	0.10287523860419603	0.041456555674031	0.01340573561853045	0.00938967136150234	0.20928207637204793	0.9627865573531952	0.5255055870739387	0.8382041288458777	0.5917748804320294	D1
chr10_103051211_103051245	0.11992681610102986	0.11934829649412376	0.1223773601613446	0.9305957851485652	0.05993604402145901	0.0045662100456621	0.00490196078431372	0	0.19238546448243765	0.9916183918794503	0.5679649622416851	0.9240976254876836	0.6969185644943502	D1
chr10_103114012_103114034	0	0	0	1	0	0	0	0	0.32868152693085767	1	0.6291387780159147	1	0.7810163551494856	D1
chr10_103114036_103114057	0.08077203463766199	0	0.08077203463766199	0.9956709956709956	0.00432900432900432	0	0	0	0.307805892978966	1	0.6195757299204485	0.9920606222433227	0.771642037937469	D1
chr10_103329364_103329394	0.03963590437147265	0.0842206972548763	0.0966909445025799	0.7757965305135117	0.19697283848227248	0.02356762734121224	0	0.00366300366300366	0.1172933432973881	0.9915237635847858	0.551618098835	0.8422951381339036	0.6139645714713531	D1
chr10_103347780_103347799	0	0	0	1	0	0	0	0	0.32868152693085767	1	0.6291387780159147	1	0.7810163551494856	D1
chr10_103348030_103348073	0.06410511626782553	0.0315396422503837	0.03258872296299274	0.4528051393513381	0.547194860648662	0	0	0	0.30927081141919527	1	0.6114058221118531	0.8014639785965723	0.62987043199993	D1
chr10_1034327_1034364	0.07640994207335987	0	0.07640994207335987	0.996124031007752	0.00387596899224806	0	0	0	0.30956219237830435	1	0.6203391780571889	0.9927400724762689	0.7724303177158648	D1
chr10_103453901_103453991	0.07197248922207126	0.08205527403561906	0.11660496575411776	0.6528984374185612	0.34373455921443535	0	0	0.00336700336700336	0.1446816105085911	0.9921084935521058	0.5575230297109055	0.8417199157101294	0.6281269768447665	D1
chr10_103454386_103454414	0.07973828239225846	0.0017753045019276	0.07825947588038154	0.991715550066893	0.00828444993310692	0	0	0	0.2939898345545234	1	0.6137846823713616	0.9866942233013937	0.7654770243891109	D1
chr10_103534420_103534457	0.17577573342005703	0.07830932384276044	0.1912428116477558	0.2694568095196532	0.499706632529361	0.14321666521195192	0.04221582147740828	0.04540407126162558	0.512362251200452	0.8896847429266549	0.5579832983503702	0.5680173293901771	0.3649069622943032	D5
chr10_103534479_103534499	0.16661891216050348	0.12875494037304153	0.10875580294511077	0.6578920213746084	0.16826976229961305	0.11372765800626496	0.04007370554634236	0.02003685277317117	0.3048120032016569	0.9241094668777777	0.49758710144810203	0.7074040709409439	0.45398485079813805	D1
chr10_103536258_103536288	0.01312228381041189	0.1324687934738764	0.12819463125551186	0.9254535147392292	0.05328798185941043	0.01662887377173091	0	0.00462962962962962	0.215797504021829	0.9896690654282987	0.5699386588513118	0.919397959974558	0.6840134222430889	D1
chr10_103538828_103538854	0.08628844987869154	0.03394046324916353	0.09488699444345426	0.9137764349811952	0.07605177478372344	0.01017179023508137	0	0	0.1691758946210275	1	0.5750669983616158	0.9144706701482007	0.6893503604762837	D1
chr10_103546725_103546774	0.01818302719491994	0.06597483138437588	0.08187928114483053	0	0	0.02945962083893118	0.13048962531721153	0.8400507538438573	1	0.14281163963034318	0.5689965773651724	0.8610971210113538	0.6398062801663161	D2
chr10_103599581_103599609	0	0.08025016523890416	0.08025016523890416	0.9957264957264956	0.00427350427350427	0	0	0	0.3080185405436136	1	0.619667823519224	0.9921429358126378	0.771737435259296	D1
chr10_103601076_103601092	0.13813866157534102	0.1273974494617812	0.06311005321555849	0.9399564176758476	0.05111039664678074	0	0.00575858250276854	0.00317460317460317	0.20630905407694666	0.9829004644237812	0.5581440116535012	0.9387245885438692	0.7041588040363069	D1
chr10_103601093_103601152	0.25534110319677167	0.1838420515125547	0.13400945000612957	0.82929056713361	0.12415361747330932	0.02665531788064286	0.01492537313432835	0.00497512437810945	0.17299811800429735	0.9690554388589966	0.5273320817815685	0.8431881863517828	0.6029802524243797	D1
chr10_103601154_103601167	0.24549150140850912	0.14049034064163635	0.15145510176120527	0.3879726803265034	0.40992003998001	0.11573379976678327	0.02748625687156421	0.05888722305513909	0.42459517520850254	0.8858271830995923	0.4992364331710526	0.6362892571998422	0.3734201246716692	D5
chr10_103824917_103824956	0	0	0	1	0	0	0	0	0.32868152693085767	1	0.6291387780159147	1	0.7810163551494856	D1
chr10_103825210_103825221	0	0	0	1	0	0	0	0	0.32868152693085767	1	0.6291387780159147	1	0.7810163551494856	D1
chr10_103825225_103825243	0.07386613219588728	0	0.07386613219588728	0.9963768115942028	0.0036231884057971	0	0	0	0.31056369118752647	1	0.6207774320071913	0.9931270847166178	0.7728801815660209	D1
chr10_103825253_103825280	0.08934376457044957	0.08934376457044957	0	0.9947089947089948	0.00529100529100529	0	0	0	0.30421942687530595	1	0.6180364412148079	0.9906706382457146	0.7700351479692206	D1
