Var1	Freq	id	strand
1111	40	chr10_851304_851342	*
0000	54	chr10_977345_977376	*
0000	51	chr10_977378_977391	*
0001	1	chr10_977378_977391	*
0000	54	chr10_977663_977681	*
0000	52	chr10_977682_977696	*
0001	1	chr10_977682_977696	*
0000	53	chr10_977697_977721	*
0000	63	chr10_978019_978032	*
0000	61	chr10_978052_978072	*
0111	1	chr10_1000256_1000305	*
1011	2	chr10_1000256_1000305	*
1101	1	chr10_1000256_1000305	*
1110	1	chr10_1000256_1000305	*
1111	57	chr10_1000256_1000305	*
0000	69	chr10_1034256_1034273	*
0000	68	chr10_1034274_1034294	*
0000	54	chr10_1034327_1034364	*
0000	82	chr10_1094721_1094745	*
0010	2	chr10_1094721_1094745	*
0000	86	chr10_1094754_1094786	*
0000	50	chr10_1094902_1094919	*
0000	72	chr10_1094959_1094970	*
0000	73	chr10_1094976_1095032	*
0000	74	chr10_1101851_1101896	*
0000	56	chr10_1102782_1102810	*
0000	55	chr10_1102811_1102836	*
0000	66	chr10_1102888_1102940	*
0111	3	chr10_1147651_1147685	*
1011	1	chr10_1147651_1147685	*
1101	2	chr10_1147651_1147685	*
1110	5	chr10_1147651_1147685	*
1111	68	chr10_1147651_1147685	*
0111	1	chr10_1163587_1163680	*
1011	1	chr10_1163587_1163680	*
1101	4	chr10_1163587_1163680	*
1111	63	chr10_1163587_1163680	*
1011	1	chr10_1205788_1205804	*
1111	68	chr10_1205788_1205804	*
1001	2	chr10_1219179_1219208	*
1010	1	chr10_1219179_1219208	*
1011	3	chr10_1219179_1219208	*
1101	2	chr10_1219179_1219208	*
1110	2	chr10_1219179_1219208	*
1111	49	chr10_1219179_1219208	*
0111	2	chr10_1219214_1219243	*
1011	2	chr10_1219214_1219243	*
1101	3	chr10_1219214_1219243	*
1110	1	chr10_1219214_1219243	*
1111	50	chr10_1219214_1219243	*
0110	1	chr10_1259833_1259888	*
0111	3	chr10_1259833_1259888	*
1010	2	chr10_1259833_1259888	*
1011	3	chr10_1259833_1259888	*
1101	3	chr10_1259833_1259888	*
1110	1	chr10_1259833_1259888	*
1111	40	chr10_1259833_1259888	*
0011	1	chr10_1259947_1259996	*
0110	1	chr10_1259947_1259996	*
0111	1	chr10_1259947_1259996	*
1011	3	chr10_1259947_1259996	*
1100	1	chr10_1259947_1259996	*
1101	3	chr10_1259947_1259996	*
1110	1	chr10_1259947_1259996	*
1111	50	chr10_1259947_1259996	*
0111	2	chr10_1260116_1260194	*
1001	1	chr10_1260116_1260194	*
1010	2	chr10_1260116_1260194	*
1011	2	chr10_1260116_1260194	*
1100	1	chr10_1260116_1260194	*
1101	4	chr10_1260116_1260194	*
1110	2	chr10_1260116_1260194	*
1111	40	chr10_1260116_1260194	*
0111	3	chr10_1285302_1285333	*
1101	3	chr10_1285302_1285333	*
1110	1	chr10_1285302_1285333	*
1111	70	chr10_1285302_1285333	*
1110	3	chr10_1285339_1285355	*
1111	76	chr10_1285339_1285355	*
1011	2	chr10_1308333_1308368	*
1101	2	chr10_1308333_1308368	*
1111	78	chr10_1308333_1308368	*
1000	1	chr10_1402167_1402254	*
1001	1	chr10_1402167_1402254	*
1011	2	chr10_1402167_1402254	*
1100	6	chr10_1402167_1402254	*
1101	12	chr10_1402167_1402254	*
1110	3	chr10_1402167_1402254	*
1111	25	chr10_1402167_1402254	*
0111	2	chr10_1404759_1404798	*
1000	1	chr10_1404759_1404798	*
1010	1	chr10_1404759_1404798	*
1011	4	chr10_1404759_1404798	*
1110	5	chr10_1404759_1404798	*
1111	37	chr10_1404759_1404798	*
0000	11	chr10_1405335_1405353	*
0010	2	chr10_1405335_1405353	*
0110	1	chr10_1405335_1405353	*
0111	1	chr10_1405335_1405353	*
1000	3	chr10_1405335_1405353	*
1010	2	chr10_1405335_1405353	*
1011	1	chr10_1405335_1405353	*
1100	5	chr10_1405335_1405353	*
1101	5	chr10_1405335_1405353	*
1110	9	chr10_1405335_1405353	*
1111	18	chr10_1405335_1405353	*
0000	17	chr10_1405360_1405382	*
0001	8	chr10_1405360_1405382	*
0100	2	chr10_1405360_1405382	*
0101	2	chr10_1405360_1405382	*
1000	3	chr10_1405360_1405382	*
1001	1	chr10_1405360_1405382	*
1011	1	chr10_1405360_1405382	*
1101	5	chr10_1405360_1405382	*
1110	4	chr10_1405360_1405382	*
1111	15	chr10_1405360_1405382	*
0000	11	chr10_1405391_1405399	*
0001	11	chr10_1405391_1405399	*
0011	5	chr10_1405391_1405399	*
0111	3	chr10_1405391_1405399	*
1000	3	chr10_1405391_1405399	*
1001	1	chr10_1405391_1405399	*
1101	3	chr10_1405391_1405399	*
1110	2	chr10_1405391_1405399	*
1111	18	chr10_1405391_1405399	*
0000	14	chr10_1405478_1405496	*
0001	4	chr10_1405478_1405496	*
0010	1	chr10_1405478_1405496	*
1000	16	chr10_1405478_1405496	*
1001	7	chr10_1405478_1405496	*
1010	1	chr10_1405478_1405496	*
1011	2	chr10_1405478_1405496	*
1100	8	chr10_1405478_1405496	*
1101	8	chr10_1405478_1405496	*
1111	10	chr10_1405478_1405496	*
0000	24	chr10_1405502_1405525	*
0001	10	chr10_1405502_1405525	*
0011	1	chr10_1405502_1405525	*
0100	1	chr10_1405502_1405525	*
0110	3	chr10_1405502_1405525	*
0111	11	chr10_1405502_1405525	*
1000	4	chr10_1405502_1405525	*
1011	1	chr10_1405502_1405525	*
1111	16	chr10_1405502_1405525	*
0000	14	chr10_1405536_1405547	*
0001	8	chr10_1405536_1405547	*
0010	5	chr10_1405536_1405547	*
0100	5	chr10_1405536_1405547	*
0101	1	chr10_1405536_1405547	*
0111	3	chr10_1405536_1405547	*
1000	4	chr10_1405536_1405547	*
1001	6	chr10_1405536_1405547	*
1010	3	chr10_1405536_1405547	*
1011	2	chr10_1405536_1405547	*
1101	1	chr10_1405536_1405547	*
1110	2	chr10_1405536_1405547	*
1111	19	chr10_1405536_1405547	*
0000	25	chr10_1405553_1405568	*
0001	2	chr10_1405553_1405568	*
0010	1	chr10_1405553_1405568	*
0011	1	chr10_1405553_1405568	*
0100	3	chr10_1405553_1405568	*
0101	2	chr10_1405553_1405568	*
0110	3	chr10_1405553_1405568	*
0111	3	chr10_1405553_1405568	*
1000	2	chr10_1405553_1405568	*
1001	1	chr10_1405553_1405568	*
1011	2	chr10_1405553_1405568	*
1100	1	chr10_1405553_1405568	*
1101	3	chr10_1405553_1405568	*
1110	1	chr10_1405553_1405568	*
1111	21	chr10_1405553_1405568	*
0000	18	chr10_1405754_1405762	*
0001	3	chr10_1405754_1405762	*
0100	3	chr10_1405754_1405762	*
0101	1	chr10_1405754_1405762	*
0111	1	chr10_1405754_1405762	*
1000	7	chr10_1405754_1405762	*
1001	5	chr10_1405754_1405762	*
1010	1	chr10_1405754_1405762	*
1011	1	chr10_1405754_1405762	*
1100	12	chr10_1405754_1405762	*
1101	8	chr10_1405754_1405762	*
1110	1	chr10_1405754_1405762	*
1111	21	chr10_1405754_1405762	*
0010	1	chr10_1416920_1416959	*
0100	1	chr10_1416920_1416959	*
0111	1	chr10_1416920_1416959	*
1000	2	chr10_1416920_1416959	*
1011	2	chr10_1416920_1416959	*
1101	3	chr10_1416920_1416959	*
1110	4	chr10_1416920_1416959	*
1111	37	chr10_1416920_1416959	*
0111	1	chr10_1451326_1451358	*
1011	2	chr10_1451326_1451358	*
1101	4	chr10_1451326_1451358	*
1111	49	chr10_1451326_1451358	*
0111	1	chr10_1506411_1506441	*
1010	1	chr10_1506411_1506441	*
1101	1	chr10_1506411_1506441	*
1110	2	chr10_1506411_1506441	*
1111	66	chr10_1506411_1506441	*
0111	1	chr10_1517042_1517084	*
1000	2	chr10_1517042_1517084	*
1010	1	chr10_1517042_1517084	*
1011	3	chr10_1517042_1517084	*
1110	4	chr10_1517042_1517084	*
1111	41	chr10_1517042_1517084	*
0011	2	chr10_1668751_1668813	*
0110	1	chr10_1668751_1668813	*
0111	11	chr10_1668751_1668813	*
1001	1	chr10_1668751_1668813	*
1011	6	chr10_1668751_1668813	*
1101	3	chr10_1668751_1668813	*
1110	6	chr10_1668751_1668813	*
1111	60	chr10_1668751_1668813	*
0010	1	chr10_1693203_1693262	*
0111	5	chr10_1693203_1693262	*
1010	2	chr10_1693203_1693262	*
1110	7	chr10_1693203_1693262	*
1111	35	chr10_1693203_1693262	*
0000	3	chr10_1712846_1712885	*
0111	1	chr10_1712846_1712885	*
1100	3	chr10_1712846_1712885	*
1110	3	chr10_1712846_1712885	*
1111	41	chr10_1712846_1712885	*
0000	23	chr10_1779112_1779168	*
0001	24	chr10_1779112_1779168	*
0010	1	chr10_1779112_1779168	*
0011	2	chr10_1779112_1779168	*
0000	73	chr10_1779323_1779360	*
0001	2	chr10_1779323_1779360	*
0100	1	chr10_1779323_1779360	*
1000	1	chr10_1779323_1779360	*
0101	1	chr10_2234281_2234330	*
0111	4	chr10_2234281_2234330	*
1000	2	chr10_2234281_2234330	*
1010	1	chr10_2234281_2234330	*
1011	3	chr10_2234281_2234330	*
1101	3	chr10_2234281_2234330	*
1110	1	chr10_2234281_2234330	*
1111	54	chr10_2234281_2234330	*
1011	1	chr10_2249901_2249941	*
1110	1	chr10_2249901_2249941	*
1111	60	chr10_2249901_2249941	*
0000	4	chr10_2544030_2544058	*
0001	6	chr10_2544030_2544058	*
0010	3	chr10_2544030_2544058	*
0111	3	chr10_2544030_2544058	*
1001	1	chr10_2544030_2544058	*
1011	1	chr10_2544030_2544058	*
1101	4	chr10_2544030_2544058	*
1111	28	chr10_2544030_2544058	*
0000	11	chr10_2544078_2544107	*
0001	3	chr10_2544078_2544107	*
1000	2	chr10_2544078_2544107	*
1011	1	chr10_2544078_2544107	*
1100	1	chr10_2544078_2544107	*
1101	7	chr10_2544078_2544107	*
1110	4	chr10_2544078_2544107	*
1111	32	chr10_2544078_2544107	*
0000	1	chr10_3059801_3059891	*
0111	2	chr10_3059801_3059891	*
1011	1	chr10_3059801_3059891	*
1100	1	chr10_3059801_3059891	*
1101	4	chr10_3059801_3059891	*
1110	7	chr10_3059801_3059891	*
1111	35	chr10_3059801_3059891	*
0000	91	chr10_3109685_3109698	*
0000	90	chr10_3109702_3109721	*
0000	91	chr10_3109722_3109752	*
0000	51	chr10_3110229_3110280	*
1111	1	chr10_3110229_3110280	*
0000	57	chr10_3110620_3110672	*
0101	1	chr10_3110620_3110672	*
0000	61	chr10_3110835_3110857	*
0000	59	chr10_3110941_3110960	*
0000	25	chr10_3111069_3111094	*
1000	33	chr10_3111069_3111094	*
0000	57	chr10_3111099_3111146	*
0000	59	chr10_3111163_3111178	*
0001	1	chr10_3111163_3111178	*
0000	60	chr10_3111182_3111196	*
0000	59	chr10_3111207_3111225	*
0000	59	chr10_3111228_3111244	*
1110	3	chr10_3160907_3160925	*
1111	49	chr10_3160907_3160925	*
0111	1	chr10_3160926_3160975	*
1011	3	chr10_3160926_3160975	*
1101	4	chr10_3160926_3160975	*
1111	46	chr10_3160926_3160975	*
0111	6	chr10_3161004_3161035	*
1111	49	chr10_3161004_3161035	*
1011	5	chr10_3161036_3161066	*
1110	2	chr10_3161036_3161066	*
1111	47	chr10_3161036_3161066	*
0111	1	chr10_3166674_3166703	*
1011	2	chr10_3166674_3166703	*
1101	1	chr10_3166674_3166703	*
1110	4	chr10_3166674_3166703	*
1111	51	chr10_3166674_3166703	*
0111	3	chr10_3180928_3180970	*
1001	1	chr10_3180928_3180970	*
1011	2	chr10_3180928_3180970	*
1101	4	chr10_3180928_3180970	*
1110	2	chr10_3180928_3180970	*
1111	51	chr10_3180928_3180970	*
1011	2	chr10_3212909_3212963	*
1101	2	chr10_3212909_3212963	*
1111	48	chr10_3212909_3212963	*
0111	1	chr10_3319294_3319354	*
1011	3	chr10_3319294_3319354	*
1100	1	chr10_3319294_3319354	*
1101	3	chr10_3319294_3319354	*
1110	2	chr10_3319294_3319354	*
1111	61	chr10_3319294_3319354	*
1100	1	chr10_3362038_3362063	*
1101	28	chr10_3362038_3362063	*
1111	25	chr10_3362038_3362063	*
1101	3	chr10_3572589_3572635	*
1110	2	chr10_3572589_3572635	*
1111	46	chr10_3572589_3572635	*
0000	26	chr10_3710872_3710949	*
0001	1	chr10_3710872_3710949	*
0010	3	chr10_3710872_3710949	*
0110	1	chr10_3710872_3710949	*
1000	33	chr10_3710872_3710949	*
1010	2	chr10_3710872_3710949	*
1100	1	chr10_3710872_3710949	*
0111	2	chr10_3781882_3781915	*
1011	1	chr10_3781882_3781915	*
1101	2	chr10_3781882_3781915	*
1110	5	chr10_3781882_3781915	*
1111	44	chr10_3781882_3781915	*
0000	72	chr10_3826931_3826958	*
0000	70	chr10_3826961_3826976	*
0000	24	chr10_3827578_3827596	*
1000	33	chr10_3827578_3827596	*
0000	56	chr10_3827605_3827625	*
0000	57	chr10_3827639_3827674	*
0000	52	chr10_3827695_3827732	*
0000	13	chr10_3827735_3827743	*
0001	37	chr10_3827735_3827743	*
0011	3	chr10_3827735_3827743	*
0000	45	chr10_4868422_4868436	*
0001	2	chr10_4868422_4868436	*
0010	1	chr10_4868422_4868436	*
0101	3	chr10_4868422_4868436	*
1101	1	chr10_4868422_4868436	*
1111	1	chr10_4868422_4868436	*
0000	46	chr10_4868454_4868469	*
0001	4	chr10_4868454_4868469	*
0111	1	chr10_4868454_4868469	*
1000	1	chr10_4868454_4868469	*
1111	1	chr10_4868454_4868469	*
0000	48	chr10_4868475_4868487	*
0001	1	chr10_4868475_4868487	*
0010	2	chr10_4868475_4868487	*
0100	1	chr10_4868475_4868487	*
1011	1	chr10_4868475_4868487	*
1111	2	chr10_4868475_4868487	*
0000	51	chr10_4868489_4868503	*
0100	1	chr10_4868489_4868503	*
1000	1	chr10_4868489_4868503	*
1101	2	chr10_4868489_4868503	*
0000	50	chr10_5454438_5454474	*
0001	1	chr10_5454438_5454474	*
0000	50	chr10_5454478_5454511	*
0000	65	chr10_5454534_5454555	*
0001	1	chr10_5454534_5454555	*
0000	66	chr10_5454564_5454602	*
0100	1	chr10_5548801_5548875	*
1011	2	chr10_5548801_5548875	*
1100	1	chr10_5548801_5548875	*
1101	6	chr10_5548801_5548875	*
1110	7	chr10_5548801_5548875	*
1111	53	chr10_5548801_5548875	*
0011	1	chr10_5554459_5554493	*
0101	1	chr10_5554459_5554493	*
0110	2	chr10_5554459_5554493	*
0111	3	chr10_5554459_5554493	*
1001	1	chr10_5554459_5554493	*
1011	2	chr10_5554459_5554493	*
1101	2	chr10_5554459_5554493	*
1110	6	chr10_5554459_5554493	*
1111	55	chr10_5554459_5554493	*
1000	1	chr10_5554495_5554529	*
1101	3	chr10_5554495_5554529	*
1111	74	chr10_5554495_5554529	*
1101	4	chr10_5567220_5567238	*
1110	4	chr10_5567220_5567238	*
1111	75	chr10_5567220_5567238	*
0111	6	chr10_5567249_5567308	*
1101	4	chr10_5567249_5567308	*
1111	72	chr10_5567249_5567308	*
1011	1	chr10_5567427_5567441	*
1101	3	chr10_5567427_5567441	*
1110	2	chr10_5567427_5567441	*
1111	48	chr10_5567427_5567441	*
1000	1	chr10_5567444_5567479	*
1001	1	chr10_5567444_5567479	*
1011	1	chr10_5567444_5567479	*
1100	1	chr10_5567444_5567479	*
1101	2	chr10_5567444_5567479	*
1110	1	chr10_5567444_5567479	*
1111	56	chr10_5567444_5567479	*
0111	2	chr10_5603429_5603459	*
1011	1	chr10_5603429_5603459	*
1111	53	chr10_5603429_5603459	*
0110	1	chr10_5657832_5657896	*
0111	3	chr10_5657832_5657896	*
1011	2	chr10_5657832_5657896	*
1101	1	chr10_5657832_5657896	*
1111	46	chr10_5657832_5657896	*
0000	66	chr10_5708431_5708455	*
0100	1	chr10_5708431_5708455	*
0000	67	chr10_5708456_5708468	*
0000	67	chr10_5708475_5708498	*
0000	75	chr10_5708568_5708579	*
0000	74	chr10_5708585_5708609	*
0000	74	chr10_5708610_5708624	*
0000	57	chr10_5726882_5726908	*
0001	1	chr10_5726882_5726908	*
0000	58	chr10_5726911_5726921	*
0100	1	chr10_5726911_5726921	*
0000	58	chr10_5726932_5726942	*
0000	58	chr10_5727112_5727128	*
0010	1	chr10_5727112_5727128	*
0000	49	chr10_5734751_5734772	*
0001	1	chr10_5734751_5734772	*
0000	50	chr10_5734778_5734799	*
0000	60	chr10_5854744_5854772	*
0010	1	chr10_5854744_5854772	*
1000	1	chr10_5854744_5854772	*
0000	63	chr10_5854773_5854800	*
0010	1	chr10_5854773_5854800	*
0000	54	chr10_5854919_5854937	*
0000	56	chr10_5854945_5854990	*
0000	51	chr10_5855026_5855045	*
0000	54	chr10_5855051_5855073	*
0000	60	chr10_5855760_5855785	*
0000	61	chr10_5855786_5855800	*
0000	22	chr10_5882401_5882428	*
0111	1	chr10_5882401_5882428	*
1000	38	chr10_5882401_5882428	*
1001	2	chr10_5882401_5882428	*
1100	4	chr10_5882401_5882428	*
1110	1	chr10_5882401_5882428	*
1111	1	chr10_5882401_5882428	*
0000	63	chr10_5882442_5882483	*
0010	2	chr10_5882442_5882483	*
1010	1	chr10_5882442_5882483	*
1011	2	chr10_5882442_5882483	*
0000	52	chr10_5931040_5931068	*
1000	19	chr10_5931040_5931068	*
0000	72	chr10_5931084_5931113	*
0000	51	chr10_5931125_5931170	*
1101	1	chr10_5931125_5931170	*
0000	54	chr10_5931176_5931186	*
1111	1	chr10_5931176_5931186	*
0000	26	chr10_5931612_5931648	*
1000	26	chr10_5931612_5931648	*
0000	51	chr10_5931653_5931677	*
0000	71	chr10_5931681_5931705	*
0000	78	chr10_5932026_5932044	*
0000	77	chr10_5932050_5932072	*
0100	1	chr10_5932050_5932072	*
0000	57	chr10_5932157_5932173	*
0111	3	chr10_6002260_6002335	*
1011	1	chr10_6002260_6002335	*
1101	5	chr10_6002260_6002335	*
1111	46	chr10_6002260_6002335	*
0000	63	chr10_6018673_6018727	*
0100	1	chr10_6018673_6018727	*
0111	1	chr10_6018673_6018727	*
0000	63	chr10_6019434_6019443	*
0000	64	chr10_6019445_6019478	*
0000	51	chr10_6019998_6020013	*
1001	1	chr10_6057731_6057822	*
1011	1	chr10_6057731_6057822	*
1101	2	chr10_6057731_6057822	*
1110	1	chr10_6057731_6057822	*
1111	45	chr10_6057731_6057822	*
0000	81	chr10_6130895_6130922	*
0000	80	chr10_6130927_6130946	*
0000	60	chr10_6131016_6131025	*
0000	59	chr10_6131028_6131059	*
0000	59	chr10_6131061_6131089	*
0010	1	chr10_6131061_6131089	*
0000	51	chr10_6131299_6131321	*
0000	50	chr10_6131517_6131553	*
0000	51	chr10_6186865_6186879	*
0000	52	chr10_6186883_6186900	*
0000	52	chr10_6186907_6186929	*
0000	63	chr10_6186993_6187012	*
0000	63	chr10_6187013_6187030	*
0101	1	chr10_6187013_6187030	*
0000	63	chr10_6187033_6187070	*
1101	1	chr10_6187033_6187070	*
0000	69	chr10_6187282_6187321	*
0000	69	chr10_6187322_6187345	*
0010	1	chr10_6187322_6187345	*
0000	55	chr10_6205994_6206017	*
0000	59	chr10_6243702_6243737	*
0100	1	chr10_6243702_6243737	*
0000	57	chr10_6244604_6244639	*
0000	54	chr10_6244914_6244943	*
1000	5	chr10_6244914_6244943	*
0000	55	chr10_6244954_6244982	*
0001	3	chr10_6244954_6244982	*
0011	3	chr10_6244954_6244982	*
0000	61	chr10_6245228_6245272	*
0000	10	chr10_6246219_6246275	*
0100	5	chr10_6246219_6246275	*
0110	4	chr10_6246219_6246275	*
0111	1	chr10_6246219_6246275	*
1000	15	chr10_6246219_6246275	*
1010	3	chr10_6246219_6246275	*
1100	10	chr10_6246219_6246275	*
1101	1	chr10_6246219_6246275	*
1110	10	chr10_6246219_6246275	*
1111	1	chr10_6246219_6246275	*
0000	13	chr10_6246397_6246438	*
0001	12	chr10_6246397_6246438	*
0011	3	chr10_6246397_6246438	*
0100	1	chr10_6246397_6246438	*
0110	1	chr10_6246397_6246438	*
0111	2	chr10_6246397_6246438	*
1001	6	chr10_6246397_6246438	*
1011	4	chr10_6246397_6246438	*
1100	1	chr10_6246397_6246438	*
1101	2	chr10_6246397_6246438	*
1111	8	chr10_6246397_6246438	*
0011	1	chr10_6261158_6261186	*
0111	2	chr10_6261158_6261186	*
1011	1	chr10_6261158_6261186	*
1101	1	chr10_6261158_6261186	*
1110	3	chr10_6261158_6261186	*
1111	51	chr10_6261158_6261186	*
0111	2	chr10_6261194_6261231	*
1101	1	chr10_6261194_6261231	*
1110	3	chr10_6261194_6261231	*
1111	51	chr10_6261194_6261231	*
0111	1	chr10_6264904_6264964	*
1011	2	chr10_6264904_6264964	*
1101	8	chr10_6264904_6264964	*
1111	45	chr10_6264904_6264964	*
0110	1	chr10_6279012_6279047	*
1101	4	chr10_6279012_6279047	*
1111	56	chr10_6279012_6279047	*
0000	7	chr10_6317247_6317321	*
0010	2	chr10_6317247_6317321	*
1000	18	chr10_6317247_6317321	*
1001	1	chr10_6317247_6317321	*
1010	4	chr10_6317247_6317321	*
1011	5	chr10_6317247_6317321	*
