Var1	Freq	id	strand
0111	4	chr10_555068_555136	*
1011	5	chr10_555068_555136	*
1110	2	chr10_555068_555136	*
1111	54	chr10_555068_555136	*
0000	1	chr10_574529_574588	*
0001	1	chr10_574529_574588	*
0011	2	chr10_574529_574588	*
0111	2	chr10_574529_574588	*
1011	17	chr10_574529_574588	*
1101	2	chr10_574529_574588	*
1110	5	chr10_574529_574588	*
1111	63	chr10_574529_574588	*
0000	2	chr10_575899_575939	*
0011	5	chr10_575899_575939	*
0111	3	chr10_575899_575939	*
1001	1	chr10_575899_575939	*
1011	11	chr10_575899_575939	*
1101	2	chr10_575899_575939	*
1110	2	chr10_575899_575939	*
1111	62	chr10_575899_575939	*
0111	4	chr10_575993_576023	*
1011	2	chr10_575993_576023	*
1100	1	chr10_575993_576023	*
1101	4	chr10_575993_576023	*
1110	3	chr10_575993_576023	*
1111	61	chr10_575993_576023	*
0111	4	chr10_629565_629615	*
1011	3	chr10_629565_629615	*
1101	3	chr10_629565_629615	*
1111	55	chr10_629565_629615	*
0010	1	chr10_646400_646442	*
0111	1	chr10_646400_646442	*
1000	1	chr10_646400_646442	*
1001	10	chr10_646400_646442	*
1011	2	chr10_646400_646442	*
1101	4	chr10_646400_646442	*
1110	1	chr10_646400_646442	*
1111	39	chr10_646400_646442	*
0000	7	chr10_681635_681696	*
0001	3	chr10_681635_681696	*
0010	3	chr10_681635_681696	*
0011	4	chr10_681635_681696	*
0110	3	chr10_681635_681696	*
0111	2	chr10_681635_681696	*
1000	13	chr10_681635_681696	*
1001	9	chr10_681635_681696	*
1010	16	chr10_681635_681696	*
1011	4	chr10_681635_681696	*
1100	2	chr10_681635_681696	*
1110	3	chr10_681635_681696	*
1111	9	chr10_681635_681696	*
0111	2	chr10_686604_686623	*
1101	1	chr10_686604_686623	*
1110	1	chr10_686604_686623	*
1111	46	chr10_686604_686623	*
0000	47	chr10_734943_734967	*
0001	3	chr10_734943_734967	*
0010	6	chr10_734943_734967	*
0011	2	chr10_734943_734967	*
0100	1	chr10_734943_734967	*
0110	1	chr10_734943_734967	*
1000	5	chr10_734943_734967	*
1001	1	chr10_734943_734967	*
1010	1	chr10_734943_734967	*
1011	3	chr10_734943_734967	*
1111	2	chr10_734943_734967	*
0000	48	chr10_734968_734993	*
0010	3	chr10_734968_734993	*
0100	5	chr10_734968_734993	*
0110	4	chr10_734968_734993	*
0111	1	chr10_734968_734993	*
1000	5	chr10_734968_734993	*
1101	1	chr10_734968_734993	*
1110	4	chr10_734968_734993	*
1111	3	chr10_734968_734993	*
0000	47	chr10_734995_735014	*
0001	6	chr10_734995_735014	*
0010	8	chr10_734995_735014	*
0011	3	chr10_734995_735014	*
1000	7	chr10_734995_735014	*
1011	1	chr10_734995_735014	*
1101	2	chr10_734995_735014	*
1111	1	chr10_734995_735014	*
0000	18	chr10_735427_735467	*
0001	1	chr10_735427_735467	*
0010	2	chr10_735427_735467	*
0100	2	chr10_735427_735467	*
1000	26	chr10_735427_735467	*
1100	2	chr10_735427_735467	*
0000	42	chr10_735468_735509	*
0001	4	chr10_735468_735509	*
0100	1	chr10_735468_735509	*
0101	1	chr10_735468_735509	*
0110	1	chr10_735468_735509	*
1001	1	chr10_735468_735509	*
0000	107	chr10_735513_735530	*
0010	5	chr10_735513_735530	*
0100	1	chr10_735513_735530	*
0101	1	chr10_735513_735530	*
0110	1	chr10_735513_735530	*
1000	1	chr10_735513_735530	*
1010	1	chr10_735513_735530	*
0000	112	chr10_735532_735544	*
0001	1	chr10_735532_735544	*
0100	1	chr10_735532_735544	*
1000	1	chr10_735532_735544	*
1001	1	chr10_735532_735544	*
1010	1	chr10_735532_735544	*
0000	115	chr10_735559_735578	*
0010	1	chr10_735559_735578	*
0100	3	chr10_735559_735578	*
1000	1	chr10_735559_735578	*
0000	50	chr10_736083_736114	*
0001	3	chr10_736083_736114	*
0010	2	chr10_736083_736114	*
0100	1	chr10_736083_736114	*
1000	3	chr10_736083_736114	*
1111	3	chr10_736083_736114	*
0000	26	chr10_743250_743287	*
0001	2	chr10_743250_743287	*
0010	1	chr10_743250_743287	*
0101	2	chr10_743250_743287	*
0111	5	chr10_743250_743287	*
1011	2	chr10_743250_743287	*
1101	1	chr10_743250_743287	*
1111	21	chr10_743250_743287	*
0001	5	chr10_823221_823318	*
0010	3	chr10_823221_823318	*
0011	12	chr10_823221_823318	*
0110	1	chr10_823221_823318	*
0111	6	chr10_823221_823318	*
1011	5	chr10_823221_823318	*
1101	2	chr10_823221_823318	*
1110	1	chr10_823221_823318	*
1111	19	chr10_823221_823318	*
0000	59	chr10_830508_830560	*
0001	2	chr10_830508_830560	*
0010	1	chr10_830508_830560	*
0100	1	chr10_830508_830560	*
0110	2	chr10_830508_830560	*
1000	5	chr10_830508_830560	*
1010	1	chr10_830508_830560	*
1100	1	chr10_830508_830560	*
1111	2	chr10_830508_830560	*
0000	5	chr10_835645_835686	*
0001	7	chr10_835645_835686	*
0010	2	chr10_835645_835686	*
0011	1	chr10_835645_835686	*
0100	1	chr10_835645_835686	*
0101	3	chr10_835645_835686	*
0110	2	chr10_835645_835686	*
0111	2	chr10_835645_835686	*
1000	1	chr10_835645_835686	*
1001	1	chr10_835645_835686	*
1010	2	chr10_835645_835686	*
1011	1	chr10_835645_835686	*
1100	4	chr10_835645_835686	*
1101	6	chr10_835645_835686	*
1110	6	chr10_835645_835686	*
1111	21	chr10_835645_835686	*
0011	1	chr10_849126_849198	*
0111	3	chr10_849126_849198	*
1001	1	chr10_849126_849198	*
1011	4	chr10_849126_849198	*
1101	2	chr10_849126_849198	*
1110	3	chr10_849126_849198	*
1111	65	chr10_849126_849198	*
0111	1	chr10_894951_895004	*
1011	4	chr10_894951_895004	*
1101	1	chr10_894951_895004	*
1110	1	chr10_894951_895004	*
1111	58	chr10_894951_895004	*
0000	58	chr10_977345_977376	*
0000	55	chr10_977378_977391	*
0001	2	chr10_977378_977391	*
0000	53	chr10_977663_977681	*
0000	52	chr10_977682_977696	*
0000	51	chr10_977697_977721	*
0000	22	chr10_977749_977779	*
1000	38	chr10_977749_977779	*
0000	61	chr10_977780_977801	*
0000	59	chr10_977804_977818	*
0000	65	chr10_978019_978032	*
0100	1	chr10_978019_978032	*
0000	66	chr10_978052_978072	*
1011	2	chr10_979896_979974	*
1101	2	chr10_979896_979974	*
1110	1	chr10_979896_979974	*
1111	62	chr10_979896_979974	*
0101	1	chr10_994853_994935	*
0111	4	chr10_994853_994935	*
1011	2	chr10_994853_994935	*
1101	1	chr10_994853_994935	*
1110	4	chr10_994853_994935	*
1111	47	chr10_994853_994935	*
0110	1	chr10_1000256_1000305	*
0111	4	chr10_1000256_1000305	*
1011	4	chr10_1000256_1000305	*
1101	3	chr10_1000256_1000305	*
1110	1	chr10_1000256_1000305	*
1111	71	chr10_1000256_1000305	*
0110	1	chr10_1021684_1021731	*
0111	5	chr10_1021684_1021731	*
1011	1	chr10_1021684_1021731	*
1110	1	chr10_1021684_1021731	*
1111	46	chr10_1021684_1021731	*
1011	1	chr10_1022094_1022133	*
1101	1	chr10_1022094_1022133	*
1110	3	chr10_1022094_1022133	*
1111	48	chr10_1022094_1022133	*
1011	3	chr10_1022340_1022386	*
1110	1	chr10_1022340_1022386	*
1111	54	chr10_1022340_1022386	*
0000	68	chr10_1034256_1034273	*
0000	65	chr10_1034274_1034294	*
0010	1	chr10_1034274_1034294	*
0000	73	chr10_1034327_1034364	*
0000	120	chr10_1094721_1094745	*
0010	1	chr10_1094721_1094745	*
0000	124	chr10_1094754_1094786	*
0010	1	chr10_1094754_1094786	*
0100	1	chr10_1094754_1094786	*
1000	1	chr10_1094754_1094786	*
0000	54	chr10_1094959_1094970	*
0000	53	chr10_1094976_1095032	*
0000	101	chr10_1101851_1101896	*
0000	24	chr10_1101897_1101910	*
0001	32	chr10_1101897_1101910	*
0000	64	chr10_1102782_1102810	*
0000	64	chr10_1102811_1102836	*
0000	23	chr10_1102879_1102918	*
1000	32	chr10_1102879_1102918	*
1011	1	chr10_1147651_1147685	*
1101	1	chr10_1147651_1147685	*
1111	55	chr10_1147651_1147685	*
1001	1	chr10_1163587_1163680	*
1011	2	chr10_1163587_1163680	*
1101	5	chr10_1163587_1163680	*
1110	1	chr10_1163587_1163680	*
1111	85	chr10_1163587_1163680	*
1001	1	chr10_1176702_1176760	*
1011	1	chr10_1176702_1176760	*
1101	1	chr10_1176702_1176760	*
1110	3	chr10_1176702_1176760	*
1111	44	chr10_1176702_1176760	*
0101	1	chr10_1219179_1219208	*
1011	4	chr10_1219179_1219208	*
1100	1	chr10_1219179_1219208	*
1101	6	chr10_1219179_1219208	*
1110	3	chr10_1219179_1219208	*
1111	55	chr10_1219179_1219208	*
0001	1	chr10_1219214_1219243	*
0111	2	chr10_1219214_1219243	*
1001	1	chr10_1219214_1219243	*
1011	1	chr10_1219214_1219243	*
1100	2	chr10_1219214_1219243	*
1101	5	chr10_1219214_1219243	*
1111	58	chr10_1219214_1219243	*
0110	1	chr10_1229080_1229128	*
0111	4	chr10_1229080_1229128	*
1011	1	chr10_1229080_1229128	*
1110	5	chr10_1229080_1229128	*
1111	40	chr10_1229080_1229128	*
0111	3	chr10_1230874_1230909	*
1001	2	chr10_1230874_1230909	*
1010	1	chr10_1230874_1230909	*
1011	5	chr10_1230874_1230909	*
1100	2	chr10_1230874_1230909	*
1101	1	chr10_1230874_1230909	*
1110	2	chr10_1230874_1230909	*
1111	34	chr10_1230874_1230909	*
0110	1	chr10_1259833_1259888	*
1011	6	chr10_1259833_1259888	*
1110	9	chr10_1259833_1259888	*
1111	61	chr10_1259833_1259888	*
0101	1	chr10_1259947_1259996	*
0111	4	chr10_1259947_1259996	*
1011	5	chr10_1259947_1259996	*
1101	3	chr10_1259947_1259996	*
1110	2	chr10_1259947_1259996	*
1111	82	chr10_1259947_1259996	*
0111	1	chr10_1260116_1260194	*
1000	1	chr10_1260116_1260194	*
1001	3	chr10_1260116_1260194	*
1010	2	chr10_1260116_1260194	*
1011	3	chr10_1260116_1260194	*
1100	4	chr10_1260116_1260194	*
1101	10	chr10_1260116_1260194	*
1110	13	chr10_1260116_1260194	*
1111	58	chr10_1260116_1260194	*
1011	2	chr10_1285302_1285333	*
1101	1	chr10_1285302_1285333	*
1110	1	chr10_1285302_1285333	*
1111	87	chr10_1285302_1285333	*
1001	1	chr10_1285339_1285355	*
1010	2	chr10_1285339_1285355	*
1100	1	chr10_1285339_1285355	*
1101	1	chr10_1285339_1285355	*
1110	6	chr10_1285339_1285355	*
1111	81	chr10_1285339_1285355	*
0111	2	chr10_1308333_1308368	*
1011	1	chr10_1308333_1308368	*
1101	4	chr10_1308333_1308368	*
1110	1	chr10_1308333_1308368	*
1111	70	chr10_1308333_1308368	*
1100	5	chr10_1402167_1402254	*
1101	22	chr10_1402167_1402254	*
1110	3	chr10_1402167_1402254	*
1111	34	chr10_1402167_1402254	*
0000	6	chr10_1405186_1405209	*
0001	1	chr10_1405186_1405209	*
0010	1	chr10_1405186_1405209	*
0100	1	chr10_1405186_1405209	*
0101	1	chr10_1405186_1405209	*
0111	3	chr10_1405186_1405209	*
1000	1	chr10_1405186_1405209	*
1100	1	chr10_1405186_1405209	*
1101	2	chr10_1405186_1405209	*
1111	34	chr10_1405186_1405209	*
0000	6	chr10_1405211_1405236	*
0010	1	chr10_1405211_1405236	*
0011	1	chr10_1405211_1405236	*
0100	1	chr10_1405211_1405236	*
0111	2	chr10_1405211_1405236	*
1011	1	chr10_1405211_1405236	*
1100	1	chr10_1405211_1405236	*
1101	2	chr10_1405211_1405236	*
1110	2	chr10_1405211_1405236	*
1111	38	chr10_1405211_1405236	*
0000	10	chr10_1405335_1405353	*
0001	2	chr10_1405335_1405353	*
0010	1	chr10_1405335_1405353	*
0110	1	chr10_1405335_1405353	*
0111	2	chr10_1405335_1405353	*
1000	3	chr10_1405335_1405353	*
1001	1	chr10_1405335_1405353	*
1010	2	chr10_1405335_1405353	*
1011	2	chr10_1405335_1405353	*
1100	5	chr10_1405335_1405353	*
1101	3	chr10_1405335_1405353	*
1110	6	chr10_1405335_1405353	*
1111	27	chr10_1405335_1405353	*
0000	13	chr10_1405360_1405382	*
0001	1	chr10_1405360_1405382	*
0100	2	chr10_1405360_1405382	*
0101	1	chr10_1405360_1405382	*
0110	2	chr10_1405360_1405382	*
0111	1	chr10_1405360_1405382	*
1000	3	chr10_1405360_1405382	*
1001	1	chr10_1405360_1405382	*
1100	3	chr10_1405360_1405382	*
1101	4	chr10_1405360_1405382	*
1110	2	chr10_1405360_1405382	*
1111	36	chr10_1405360_1405382	*
0000	9	chr10_1405391_1405399	*
0001	4	chr10_1405391_1405399	*
0010	1	chr10_1405391_1405399	*
0101	3	chr10_1405391_1405399	*
0110	1	chr10_1405391_1405399	*
1001	4	chr10_1405391_1405399	*
1011	3	chr10_1405391_1405399	*
1101	2	chr10_1405391_1405399	*
1111	44	chr10_1405391_1405399	*
0000	10	chr10_1405478_1405496	*
0001	1	chr10_1405478_1405496	*
0010	2	chr10_1405478_1405496	*
0011	2	chr10_1405478_1405496	*
0100	1	chr10_1405478_1405496	*
0101	2	chr10_1405478_1405496	*
1000	6	chr10_1405478_1405496	*
1001	10	chr10_1405478_1405496	*
1011	2	chr10_1405478_1405496	*
1100	1	chr10_1405478_1405496	*
1101	4	chr10_1405478_1405496	*
1110	1	chr10_1405478_1405496	*
1111	10	chr10_1405478_1405496	*
0000	16	chr10_1405502_1405525	*
0001	7	chr10_1405502_1405525	*
0010	1	chr10_1405502_1405525	*
0011	2	chr10_1405502_1405525	*
0100	2	chr10_1405502_1405525	*
0101	1	chr10_1405502_1405525	*
0111	4	chr10_1405502_1405525	*
1000	4	chr10_1405502_1405525	*
1001	4	chr10_1405502_1405525	*
1010	2	chr10_1405502_1405525	*
1011	3	chr10_1405502_1405525	*
1111	8	chr10_1405502_1405525	*
0000	13	chr10_1405536_1405547	*
0001	4	chr10_1405536_1405547	*
0011	2	chr10_1405536_1405547	*
0100	2	chr10_1405536_1405547	*
0101	3	chr10_1405536_1405547	*
0111	4	chr10_1405536_1405547	*
1000	2	chr10_1405536_1405547	*
1001	2	chr10_1405536_1405547	*
1010	1	chr10_1405536_1405547	*
1011	3	chr10_1405536_1405547	*
1101	1	chr10_1405536_1405547	*
1110	1	chr10_1405536_1405547	*
1111	15	chr10_1405536_1405547	*
0000	20	chr10_1405553_1405568	*
0010	1	chr10_1405553_1405568	*
0011	2	chr10_1405553_1405568	*
0100	3	chr10_1405553_1405568	*
0101	1	chr10_1405553_1405568	*
0110	1	chr10_1405553_1405568	*
0111	7	chr10_1405553_1405568	*
1000	1	chr10_1405553_1405568	*
1100	1	chr10_1405553_1405568	*
1101	2	chr10_1405553_1405568	*
1110	2	chr10_1405553_1405568	*
1111	10	chr10_1405553_1405568	*
0000	10	chr10_1405754_1405762	*
0100	2	chr10_1405754_1405762	*
0101	2	chr10_1405754_1405762	*
0111	3	chr10_1405754_1405762	*
1000	2	chr10_1405754_1405762	*
1001	1	chr10_1405754_1405762	*
1011	1	chr10_1405754_1405762	*
1100	6	chr10_1405754_1405762	*
1101	8	chr10_1405754_1405762	*
1110	3	chr10_1405754_1405762	*
1111	25	chr10_1405754_1405762	*
0111	6	chr10_1416920_1416959	*
1011	1	chr10_1416920_1416959	*
1110	4	chr10_1416920_1416959	*
1111	55	chr10_1416920_1416959	*
0011	1	chr10_1445197_1445231	*
0101	1	chr10_1445197_1445231	*
1011	3	chr10_1445197_1445231	*
1101	2	chr10_1445197_1445231	*
1110	1	chr10_1445197_1445231	*
1111	45	chr10_1445197_1445231	*
0101	1	chr10_1445234_1445276	*
0111	32	chr10_1445234_1445276	*
1011	1	chr10_1445234_1445276	*
1101	3	chr10_1445234_1445276	*
1111	20	chr10_1445234_1445276	*
0111	3	chr10_1453105_1453148	*
1001	1	chr10_1453105_1453148	*
1100	1	chr10_1453105_1453148	*
1101	2	chr10_1453105_1453148	*
1110	2	chr10_1453105_1453148	*
1111	50	chr10_1453105_1453148	*
0111	1	chr10_1506411_1506441	*
1011	3	chr10_1506411_1506441	*
1101	5	chr10_1506411_1506441	*
1110	6	chr10_1506411_1506441	*
1111	59	chr10_1506411_1506441	*
0111	3	chr10_1517042_1517084	*
1011	4	chr10_1517042_1517084	*
1100	1	chr10_1517042_1517084	*
1101	3	chr10_1517042_1517084	*
1110	1	chr10_1517042_1517084	*
1111	48	chr10_1517042_1517084	*
0111	3	chr10_1549082_1549113	*
1001	1	chr10_1549082_1549113	*
1011	2	chr10_1549082_1549113	*
1101	1	chr10_1549082_1549113	*
1110	3	chr10_1549082_1549113	*
1111	45	chr10_1549082_1549113	*
0001	1	chr10_1595543_1595583	*
0010	1	chr10_1595543_1595583	*
0011	1	chr10_1595543_1595583	*
1000	1	chr10_1595543_1595583	*
1001	6	chr10_1595543_1595583	*
1010	1	chr10_1595543_1595583	*
1011	46	chr10_1595543_1595583	*
1011	1	chr10_1595592_1595607	*
1101	1	chr10_1595592_1595607	*
1110	2	chr10_1595592_1595607	*
1111	50	chr10_1595592_1595607	*
0000	26	chr10_1651233_1651294	*
0001	19	chr10_1651233_1651294	*
0011	6	chr10_1651233_1651294	*
0101	1	chr10_1651233_1651294	*
1000	2	chr10_1651233_1651294	*
1001	2	chr10_1651233_1651294	*
1111	2	chr10_1651233_1651294	*
0000	27	chr10_1651347_1651376	*
0001	5	chr10_1651347_1651376	*
0010	2	chr10_1651347_1651376	*
0100	4	chr10_1651347_1651376	*
0110	3	chr10_1651347_1651376	*
1000	4	chr10_1651347_1651376	*
1001	3	chr10_1651347_1651376	*
1010	2	chr10_1651347_1651376	*
1100	1	chr10_1651347_1651376	*
1101	2	chr10_1651347_1651376	*
1110	2	chr10_1651347_1651376	*
1111	3	chr10_1651347_1651376	*
0000	1	chr10_1668751_1668813	*
0010	1	chr10_1668751_1668813	*
0011	1	chr10_1668751_1668813	*
0101	1	chr10_1668751_1668813	*
0110	1	chr10_1668751_1668813	*
0111	11	chr10_1668751_1668813	*
1011	8	chr10_1668751_1668813	*
1100	1	chr10_1668751_1668813	*
1101	6	chr10_1668751_1668813	*
1110	3	chr10_1668751_1668813	*
1111	84	chr10_1668751_1668813	*
0010	1	chr10_1693203_1693262	*
0110	4	chr10_1693203_1693262	*
0111	11	chr10_1693203_1693262	*
1011	2	chr10_1693203_1693262	*
1101	1	chr10_1693203_1693262	*
1110	20	chr10_1693203_1693262	*
1111	83	chr10_1693203_1693262	*
0000	12	chr10_1712846_1712885	*
0010	2	chr10_1712846_1712885	*
0110	1	chr10_1712846_1712885	*
1000	1	chr10_1712846_1712885	*
1011	1	chr10_1712846_1712885	*
1100	1	chr10_1712846_1712885	*
1101	1	chr10_1712846_1712885	*
1110	15	chr10_1712846_1712885	*
1111	45	chr10_1712846_1712885	*
0011	2	chr10_1726052_1726151	*
0111	2	chr10_1726052_1726151	*
1001	1	chr10_1726052_1726151	*
1011	6	chr10_1726052_1726151	*
1101	2	chr10_1726052_1726151	*
1111	42	chr10_1726052_1726151	*
0000	49	chr10_1778720_1778786	*
0001	3	chr10_1778720_1778786	*
0010	1	chr10_1778720_1778786	*
1000	1	chr10_1778720_1778786	*
1111	1	chr10_1778720_1778786	*
0000	57	chr10_1778842_1778861	*
0100	1	chr10_1778842_1778861	*
0111	2	chr10_1778842_1778861	*
1000	1	chr10_1778842_1778861	*
1010	1	chr10_1778842_1778861	*
1100	2	chr10_1778842_1778861	*
0000	65	chr10_1779084_1779113	*
0010	2	chr10_1779084_1779113	*
0011	1	chr10_1779084_1779113	*
0000	90	chr10_1779323_1779360	*
1000	2	chr10_1779323_1779360	*
0111	1	chr10_1994879_1994910	*
1011	1	chr10_1994879_1994910	*
1100	2	chr10_1994879_1994910	*
1101	4	chr10_1994879_1994910	*
1110	2	chr10_1994879_1994910	*
1111	43	chr10_1994879_1994910	*
0011	1	chr10_2062171_2062244	*
0111	3	chr10_2062171_2062244	*
1011	1	chr10_2062171_2062244	*
1100	1	chr10_2062171_2062244	*
1101	3	chr10_2062171_2062244	*
1110	3	chr10_2062171_2062244	*
1111	93	chr10_2062171_2062244	*
0000	1	chr10_2125289_2125363	*
0111	1	chr10_2125289_2125363	*
1001	2	chr10_2125289_2125363	*
1011	3	chr10_2125289_2125363	*
1100	3	chr10_2125289_2125363	*
1101	1	chr10_2125289_2125363	*
1110	1	chr10_2125289_2125363	*
1111	49	chr10_2125289_2125363	*
0000	6	chr10_2188490_2188549	*
0001	4	chr10_2188490_2188549	*
0101	1	chr10_2188490_2188549	*
0110	1	chr10_2188490_2188549	*
0111	9	chr10_2188490_2188549	*
1000	1	chr10_2188490_2188549	*
1001	1	chr10_2188490_2188549	*
1101	7	chr10_2188490_2188549	*
1110	2	chr10_2188490_2188549	*
1111	31	chr10_2188490_2188549	*
0111	2	chr10_2234281_2234330	*
1011	3	chr10_2234281_2234330	*
1101	4	chr10_2234281_2234330	*
1110	2	chr10_2234281_2234330	*
1111	45	chr10_2234281_2234330	*
0111	1	chr10_2249901_2249941	*
1000	1	chr10_2249901_2249941	*
1010	1	chr10_2249901_2249941	*
1011	7	chr10_2249901_2249941	*
1101	2	chr10_2249901_2249941	*
1110	4	chr10_2249901_2249941	*
1111	73	chr10_2249901_2249941	*
0000	18	chr10_2544030_2544058	*
0001	3	chr10_2544030_2544058	*
0011	2	chr10_2544030_2544058	*
0100	2	chr10_2544030_2544058	*
0101	1	chr10_2544030_2544058	*
0110	2	chr10_2544030_2544058	*
0111	6	chr10_2544030_2544058	*
1000	3	chr10_2544030_2544058	*
1001	2	chr10_2544030_2544058	*
1011	3	chr10_2544030_2544058	*
1100	3	chr10_2544030_2544058	*
1101	9	chr10_2544030_2544058	*
1110	4	chr10_2544030_2544058	*
1111	93	chr10_2544030_2544058	*
0000	14	chr10_2544078_2544107	*
0011	1	chr10_2544078_2544107	*
0100	1	chr10_2544078_2544107	*
0110	2	chr10_2544078_2544107	*
0111	1	chr10_2544078_2544107	*
1000	3	chr10_2544078_2544107	*
1010	2	chr10_2544078_2544107	*
1100	15	chr10_2544078_2544107	*
1101	1	chr10_2544078_2544107	*
1110	96	chr10_2544078_2544107	*
1111	9	chr10_2544078_2544107	*
0111	1	chr10_2620414_2620472	*
1100	2	chr10_2620414_2620472	*
1101	3	chr10_2620414_2620472	*
1110	4	chr10_2620414_2620472	*
1111	41	chr10_2620414_2620472	*
0111	3	chr10_2620606_2620690	*
1011	3	chr10_2620606_2620690	*
1101	1	chr10_2620606_2620690	*
1111	44	chr10_2620606_2620690	*
0111	3	chr10_2932277_2932315	*
1001	1	chr10_2932277_2932315	*
1011	1	chr10_2932277_2932315	*
1101	1	chr10_2932277_2932315	*
1111	50	chr10_2932277_2932315	*
1110	4	chr10_2932443_2932492	*
1111	64	chr10_2932443_2932492	*
0000	1	chr10_2932554_2932610	*
0001	1	chr10_2932554_2932610	*
0010	1	chr10_2932554_2932610	*
0011	2	chr10_2932554_2932610	*
0111	2	chr10_2932554_2932610	*
1000	1	chr10_2932554_2932610	*
1011	3	chr10_2932554_2932610	*
1100	1	chr10_2932554_2932610	*
1101	3	chr10_2932554_2932610	*
1110	4	chr10_2932554_2932610	*
1111	33	chr10_2932554_2932610	*
0000	1	chr10_2978046_2978062	*
1011	1	chr10_2978046_2978062	*
1101	1	chr10_2978046_2978062	*
1110	3	chr10_2978046_2978062	*
1111	62	chr10_2978046_2978062	*
0000	1	chr10_2978073_2978127	*
0011	1	chr10_2978073_2978127	*
0111	3	chr10_2978073_2978127	*
1001	2	chr10_2978073_2978127	*
1101	20	chr10_2978073_2978127	*
1111	40	chr10_2978073_2978127	*
1011	1	chr10_3059801_3059891	*
1101	3	chr10_3059801_3059891	*
1110	7	chr10_3059801_3059891	*
1111	63	chr10_3059801_3059891	*
0000	58	chr10_3109018_3109042	*
1000	2	chr10_3109018_3109042	*
0000	55	chr10_3109053_3109095	*
0001	4	chr10_3109053_3109095	*
0010	1	chr10_3109053_3109095	*
0100	1	chr10_3109053_3109095	*
1111	1	chr10_3109053_3109095	*
0000	45	chr10_3109142_3109155	*
0010	2	chr10_3109142_3109155	*
0100	2	chr10_3109142_3109155	*
0101	1	chr10_3109142_3109155	*
1011	1	chr10_3109142_3109155	*
1110	2	chr10_3109142_3109155	*
1111	1	chr10_3109142_3109155	*
0000	51	chr10_3109171_3109201	*
1000	2	chr10_3109171_3109201	*
0000	53	chr10_3109203_3109232	*
0001	1	chr10_3109203_3109232	*
0000	76	chr10_3109685_3109698	*
0010	1	chr10_3109685_3109698	*
