Var1	Freq	id	strand
1100	1	chr10_537384_537420	*
1110	2	chr10_537384_537420	*
1111	45	chr10_537384_537420	*
0011	3	chr10_552912_552973	*
0111	1	chr10_552912_552973	*
1110	1	chr10_552912_552973	*
1111	54	chr10_552912_552973	*
0111	1	chr10_572740_572809	*
1100	1	chr10_572740_572809	*
1101	3	chr10_572740_572809	*
1110	3	chr10_572740_572809	*
1111	81	chr10_572740_572809	*
0111	1	chr10_575993_576023	*
1011	5	chr10_575993_576023	*
1101	2	chr10_575993_576023	*
1110	1	chr10_575993_576023	*
1111	71	chr10_575993_576023	*
0111	1	chr10_596873_596948	*
1101	6	chr10_596873_596948	*
1110	1	chr10_596873_596948	*
1111	50	chr10_596873_596948	*
0000	1	chr10_629565_629615	*
0111	2	chr10_629565_629615	*
1011	2	chr10_629565_629615	*
1101	3	chr10_629565_629615	*
1110	1	chr10_629565_629615	*
1111	47	chr10_629565_629615	*
0001	1	chr10_646400_646442	*
0111	1	chr10_646400_646442	*
1000	1	chr10_646400_646442	*
1001	9	chr10_646400_646442	*
1011	5	chr10_646400_646442	*
1101	3	chr10_646400_646442	*
1110	1	chr10_646400_646442	*
1111	58	chr10_646400_646442	*
0100	1	chr10_646488_646517	*
0101	1	chr10_646488_646517	*
0111	16	chr10_646488_646517	*
1011	1	chr10_646488_646517	*
1101	2	chr10_646488_646517	*
1110	2	chr10_646488_646517	*
1111	29	chr10_646488_646517	*
0001	2	chr10_675888_675914	*
0011	7	chr10_675888_675914	*
0101	3	chr10_675888_675914	*
0111	2	chr10_675888_675914	*
1001	1	chr10_675888_675914	*
1011	6	chr10_675888_675914	*
1101	11	chr10_675888_675914	*
1110	2	chr10_675888_675914	*
1111	18	chr10_675888_675914	*
0000	5	chr10_681635_681696	*
0001	6	chr10_681635_681696	*
0010	10	chr10_681635_681696	*
0011	2	chr10_681635_681696	*
0101	1	chr10_681635_681696	*
0110	4	chr10_681635_681696	*
0111	1	chr10_681635_681696	*
1000	8	chr10_681635_681696	*
1001	1	chr10_681635_681696	*
1010	5	chr10_681635_681696	*
1011	1	chr10_681635_681696	*
1100	1	chr10_681635_681696	*
1110	4	chr10_681635_681696	*
1111	18	chr10_681635_681696	*
0100	1	chr10_685350_685377	*
1000	1	chr10_685350_685377	*
1011	3	chr10_685350_685377	*
1100	34	chr10_685350_685377	*
1101	3	chr10_685350_685377	*
1111	62	chr10_685350_685377	*
0000	39	chr10_734849_734868	*
0001	5	chr10_734849_734868	*
0010	3	chr10_734849_734868	*
0100	1	chr10_734849_734868	*
0110	1	chr10_734849_734868	*
1000	2	chr10_734849_734868	*
1010	1	chr10_734849_734868	*
1011	3	chr10_734849_734868	*
1100	3	chr10_734849_734868	*
1111	1	chr10_734849_734868	*
0000	41	chr10_734943_734967	*
0001	5	chr10_734943_734967	*
0010	3	chr10_734943_734967	*
0011	1	chr10_734943_734967	*
1000	3	chr10_734943_734967	*
1010	1	chr10_734943_734967	*
1111	1	chr10_734943_734967	*
0000	40	chr10_734968_734993	*
0001	1	chr10_734968_734993	*
0010	2	chr10_734968_734993	*
0100	6	chr10_734968_734993	*
0110	2	chr10_734968_734993	*
1000	1	chr10_734968_734993	*
1010	1	chr10_734968_734993	*
1100	1	chr10_734968_734993	*
1110	1	chr10_734968_734993	*
1111	1	chr10_734968_734993	*
0000	39	chr10_734995_735014	*
0001	1	chr10_734995_735014	*
0010	1	chr10_734995_735014	*
0011	4	chr10_734995_735014	*
1000	2	chr10_734995_735014	*
1001	1	chr10_734995_735014	*
1010	1	chr10_734995_735014	*
1011	1	chr10_734995_735014	*
1100	1	chr10_734995_735014	*
1111	2	chr10_734995_735014	*
0000	81	chr10_735508_735526	*
0001	1	chr10_735508_735526	*
0011	1	chr10_735508_735526	*
0100	3	chr10_735508_735526	*
1000	5	chr10_735508_735526	*
1001	1	chr10_735508_735526	*
1100	1	chr10_735508_735526	*
1111	1	chr10_735508_735526	*
0000	62	chr10_735529_735540	*
0010	1	chr10_735529_735540	*
0100	2	chr10_735529_735540	*
1000	1	chr10_735529_735540	*
1101	1	chr10_735529_735540	*
1111	1	chr10_735529_735540	*
0000	64	chr10_735543_735575	*
0001	1	chr10_735543_735575	*
0100	2	chr10_735543_735575	*
1110	1	chr10_735543_735575	*
1111	2	chr10_735543_735575	*
0000	33	chr10_735577_735592	*
0001	34	chr10_735577_735592	*
1111	2	chr10_735577_735592	*
0000	54	chr10_735637_735649	*
0100	1	chr10_735637_735649	*
0110	1	chr10_735637_735649	*
0000	76	chr10_736083_736114	*
0001	3	chr10_736083_736114	*
0010	2	chr10_736083_736114	*
1000	3	chr10_736083_736114	*
1010	1	chr10_736083_736114	*
1111	1	chr10_736083_736114	*
0000	10	chr10_736119_736140	*
0001	32	chr10_736119_736140	*
0011	2	chr10_736119_736140	*
0100	1	chr10_736119_736140	*
0101	3	chr10_736119_736140	*
1000	1	chr10_736119_736140	*
1001	2	chr10_736119_736140	*
1111	2	chr10_736119_736140	*
0000	41	chr10_736184_736213	*
0001	3	chr10_736184_736213	*
0011	1	chr10_736184_736213	*
0100	1	chr10_736184_736213	*
0101	1	chr10_736184_736213	*
1000	6	chr10_736184_736213	*
1100	3	chr10_736184_736213	*
1110	1	chr10_736184_736213	*
0000	24	chr10_743250_743287	*
0100	2	chr10_743250_743287	*
0101	2	chr10_743250_743287	*
0111	4	chr10_743250_743287	*
1011	2	chr10_743250_743287	*
1100	1	chr10_743250_743287	*
1101	3	chr10_743250_743287	*
1110	1	chr10_743250_743287	*
1111	29	chr10_743250_743287	*
1011	2	chr10_769922_769994	*
1101	1	chr10_769922_769994	*
1110	2	chr10_769922_769994	*
1111	47	chr10_769922_769994	*
1011	1	chr10_829343_829365	*
1110	4	chr10_829343_829365	*
1111	52	chr10_829343_829365	*
0000	47	chr10_830508_830560	*
0010	3	chr10_830508_830560	*
1000	3	chr10_830508_830560	*
1010	1	chr10_830508_830560	*
1100	2	chr10_830508_830560	*
1111	1	chr10_830508_830560	*
0000	56	chr10_830825_830862	*
0001	1	chr10_830825_830862	*
0100	1	chr10_830825_830862	*
0000	59	chr10_830885_830910	*
0001	2	chr10_830885_830910	*
0100	4	chr10_830885_830910	*
0111	1	chr10_830885_830910	*
0000	59	chr10_830919_830936	*
0001	2	chr10_830919_830936	*
0010	1	chr10_830919_830936	*
0100	1	chr10_830919_830936	*
0101	1	chr10_830919_830936	*
0111	1	chr10_830919_830936	*
1000	1	chr10_830919_830936	*
1100	1	chr10_830919_830936	*
0000	4	chr10_835645_835686	*
0001	3	chr10_835645_835686	*
0101	1	chr10_835645_835686	*
0110	1	chr10_835645_835686	*
0111	7	chr10_835645_835686	*
1000	1	chr10_835645_835686	*
1001	3	chr10_835645_835686	*
1100	1	chr10_835645_835686	*
1101	10	chr10_835645_835686	*
1110	2	chr10_835645_835686	*
1111	17	chr10_835645_835686	*
0011	1	chr10_851429_851449	*
0111	1	chr10_851429_851449	*
1011	2	chr10_851429_851449	*
1111	70	chr10_851429_851449	*
0111	3	chr10_894951_895004	*
1011	3	chr10_894951_895004	*
1101	1	chr10_894951_895004	*
1111	47	chr10_894951_895004	*
0000	67	chr10_977290_977309	*
0000	71	chr10_977310_977322	*
0000	75	chr10_977345_977376	*
0000	72	chr10_977378_977391	*
0001	3	chr10_977378_977391	*
0000	75	chr10_977663_977681	*
0011	1	chr10_977663_977681	*
0000	76	chr10_977682_977696	*
1101	1	chr10_977682_977696	*
0000	72	chr10_977697_977721	*
1111	1	chr10_977697_977721	*
0000	30	chr10_977749_977779	*
1000	19	chr10_977749_977779	*
1001	1	chr10_977749_977779	*
0000	50	chr10_977791_977805	*
0000	30	chr10_977996_978028	*
0111	1	chr10_977996_978028	*
1000	26	chr10_977996_978028	*
0000	91	chr10_978031_978065	*
1011	1	chr10_978031_978065	*
0111	2	chr10_994853_994935	*
1011	3	chr10_994853_994935	*
1101	1	chr10_994853_994935	*
1110	1	chr10_994853_994935	*
1111	50	chr10_994853_994935	*
0111	1	chr10_1021684_1021731	*
1011	3	chr10_1021684_1021731	*
1101	4	chr10_1021684_1021731	*
1110	2	chr10_1021684_1021731	*
1111	68	chr10_1021684_1021731	*
0111	2	chr10_1022340_1022386	*
1111	61	chr10_1022340_1022386	*
0000	57	chr10_1033901_1033942	*
0000	25	chr10_1034252_1034270	*
1000	28	chr10_1034252_1034270	*
0000	85	chr10_1034272_1034285	*
0000	85	chr10_1034327_1034364	*
0001	1	chr10_1034327_1034364	*
0000	56	chr10_1034546_1034568	*
1000	1	chr10_1034546_1034568	*
0000	57	chr10_1034571_1034607	*
0000	89	chr10_1094721_1094745	*
0000	90	chr10_1094754_1094786	*
0001	1	chr10_1094754_1094786	*
0000	50	chr10_1094846_1094872	*
0000	67	chr10_1094902_1094919	*
0000	66	chr10_1094920_1094945	*
0000	88	chr10_1094959_1094970	*
0000	87	chr10_1094976_1095032	*
0000	71	chr10_1101851_1101896	*
0000	52	chr10_1102782_1102810	*
1010	2	chr10_1102782_1102810	*
1111	1	chr10_1102782_1102810	*
0000	56	chr10_1102811_1102836	*
1110	1	chr10_1102811_1102836	*
0000	69	chr10_1102888_1102940	*
0010	2	chr10_1102888_1102940	*
1011	1	chr10_1147569_1147631	*
1101	1	chr10_1147569_1147631	*
1111	48	chr10_1147569_1147631	*
0111	1	chr10_1147651_1147685	*
1001	1	chr10_1147651_1147685	*
1011	1	chr10_1147651_1147685	*
1111	56	chr10_1147651_1147685	*
0000	1	chr10_1160531_1160585	*
1101	3	chr10_1160531_1160585	*
1110	1	chr10_1160531_1160585	*
1111	46	chr10_1160531_1160585	*
1011	2	chr10_1172672_1172718	*
1101	2	chr10_1172672_1172718	*
1111	48	chr10_1172672_1172718	*
1010	2	chr10_1219179_1219208	*
1011	3	chr10_1219179_1219208	*
1101	4	chr10_1219179_1219208	*
1110	6	chr10_1219179_1219208	*
1111	46	chr10_1219179_1219208	*
0101	1	chr10_1219214_1219243	*
0111	5	chr10_1219214_1219243	*
1011	4	chr10_1219214_1219243	*
1101	5	chr10_1219214_1219243	*
1110	2	chr10_1219214_1219243	*
1111	44	chr10_1219214_1219243	*
0011	1	chr10_1252721_1252800	*
1001	1	chr10_1252721_1252800	*
1011	11	chr10_1252721_1252800	*
1101	1	chr10_1252721_1252800	*
1110	1	chr10_1252721_1252800	*
1111	40	chr10_1252721_1252800	*
1011	3	chr10_1259833_1259888	*
1110	3	chr10_1259833_1259888	*
1111	47	chr10_1259833_1259888	*
0000	1	chr10_1260116_1260194	*
0011	2	chr10_1260116_1260194	*
0110	1	chr10_1260116_1260194	*
1011	2	chr10_1260116_1260194	*
1100	3	chr10_1260116_1260194	*
1101	4	chr10_1260116_1260194	*
1110	8	chr10_1260116_1260194	*
1111	37	chr10_1260116_1260194	*
0111	2	chr10_1285302_1285333	*
1011	1	chr10_1285302_1285333	*
1100	1	chr10_1285302_1285333	*
1110	2	chr10_1285302_1285333	*
1111	76	chr10_1285302_1285333	*
1101	1	chr10_1285339_1285355	*
1110	2	chr10_1285339_1285355	*
1111	82	chr10_1285339_1285355	*
0111	1	chr10_1308333_1308368	*
1011	4	chr10_1308333_1308368	*
1101	4	chr10_1308333_1308368	*
1110	1	chr10_1308333_1308368	*
1111	54	chr10_1308333_1308368	*
0111	3	chr10_1402167_1402254	*
1101	14	chr10_1402167_1402254	*
1110	3	chr10_1402167_1402254	*
1111	30	chr10_1402167_1402254	*
0000	3	chr10_1405208_1405227	*
0001	2	chr10_1405208_1405227	*
0011	4	chr10_1405208_1405227	*
0100	1	chr10_1405208_1405227	*
0110	1	chr10_1405208_1405227	*
0111	1	chr10_1405208_1405227	*
1101	1	chr10_1405208_1405227	*
1110	8	chr10_1405208_1405227	*
1111	29	chr10_1405208_1405227	*
0000	5	chr10_1405279_1405307	*
0010	1	chr10_1405279_1405307	*
0011	2	chr10_1405279_1405307	*
0101	1	chr10_1405279_1405307	*
0111	1	chr10_1405279_1405307	*
1000	4	chr10_1405279_1405307	*
1010	1	chr10_1405279_1405307	*
1011	3	chr10_1405279_1405307	*
1100	3	chr10_1405279_1405307	*
1101	2	chr10_1405279_1405307	*
1110	2	chr10_1405279_1405307	*
1111	26	chr10_1405279_1405307	*
0000	9	chr10_1405335_1405353	*
0001	1	chr10_1405335_1405353	*
0010	2	chr10_1405335_1405353	*
0110	2	chr10_1405335_1405353	*
0111	1	chr10_1405335_1405353	*
1000	7	chr10_1405335_1405353	*
1001	1	chr10_1405335_1405353	*
1011	2	chr10_1405335_1405353	*
1100	2	chr10_1405335_1405353	*
1101	3	chr10_1405335_1405353	*
1110	5	chr10_1405335_1405353	*
1111	21	chr10_1405335_1405353	*
0000	11	chr10_1405360_1405382	*
0001	3	chr10_1405360_1405382	*
0100	5	chr10_1405360_1405382	*
0101	3	chr10_1405360_1405382	*
0111	1	chr10_1405360_1405382	*
1000	3	chr10_1405360_1405382	*
1001	1	chr10_1405360_1405382	*
1011	3	chr10_1405360_1405382	*
1100	1	chr10_1405360_1405382	*
1101	1	chr10_1405360_1405382	*
1110	3	chr10_1405360_1405382	*
1111	21	chr10_1405360_1405382	*
0000	6	chr10_1405391_1405399	*
0001	7	chr10_1405391_1405399	*
0011	5	chr10_1405391_1405399	*
0111	1	chr10_1405391_1405399	*
1000	1	chr10_1405391_1405399	*
1001	7	chr10_1405391_1405399	*
1011	2	chr10_1405391_1405399	*
1101	6	chr10_1405391_1405399	*
1111	21	chr10_1405391_1405399	*
0000	11	chr10_1405495_1405523	*
0001	2	chr10_1405495_1405523	*
0010	2	chr10_1405495_1405523	*
0011	2	chr10_1405495_1405523	*
0100	2	chr10_1405495_1405523	*
1000	5	chr10_1405495_1405523	*
1001	4	chr10_1405495_1405523	*
1010	2	chr10_1405495_1405523	*
1011	6	chr10_1405495_1405523	*
1101	1	chr10_1405495_1405523	*
1111	13	chr10_1405495_1405523	*
0000	11	chr10_1405524_1405543	*
0001	3	chr10_1405524_1405543	*
0010	3	chr10_1405524_1405543	*
0011	2	chr10_1405524_1405543	*
0100	1	chr10_1405524_1405543	*
0111	1	chr10_1405524_1405543	*
1000	4	chr10_1405524_1405543	*
1001	1	chr10_1405524_1405543	*
1010	1	chr10_1405524_1405543	*
1011	4	chr10_1405524_1405543	*
1101	2	chr10_1405524_1405543	*
1110	3	chr10_1405524_1405543	*
1111	14	chr10_1405524_1405543	*
0000	8	chr10_1405639_1405671	*
0010	2	chr10_1405639_1405671	*
0110	1	chr10_1405639_1405671	*
0111	1	chr10_1405639_1405671	*
1000	4	chr10_1405639_1405671	*
1001	2	chr10_1405639_1405671	*
1010	1	chr10_1405639_1405671	*
1011	2	chr10_1405639_1405671	*
1100	2	chr10_1405639_1405671	*
1101	3	chr10_1405639_1405671	*
1110	2	chr10_1405639_1405671	*
1111	22	chr10_1405639_1405671	*
0000	13	chr10_1405754_1405762	*
0011	1	chr10_1405754_1405762	*
0111	1	chr10_1405754_1405762	*
1000	6	chr10_1405754_1405762	*
1001	3	chr10_1405754_1405762	*
1100	4	chr10_1405754_1405762	*
1101	8	chr10_1405754_1405762	*
1110	1	chr10_1405754_1405762	*
1111	34	chr10_1405754_1405762	*
0000	2	chr10_1416920_1416959	*
0001	1	chr10_1416920_1416959	*
0011	1	chr10_1416920_1416959	*
0100	2	chr10_1416920_1416959	*
0111	3	chr10_1416920_1416959	*
1100	1	chr10_1416920_1416959	*
1101	2	chr10_1416920_1416959	*
1110	4	chr10_1416920_1416959	*
1111	36	chr10_1416920_1416959	*
0111	2	chr10_1451326_1451358	*
1011	3	chr10_1451326_1451358	*
1101	1	chr10_1451326_1451358	*
1111	47	chr10_1451326_1451358	*
0110	1	chr10_1453105_1453148	*
0111	1	chr10_1453105_1453148	*
1010	1	chr10_1453105_1453148	*
1011	3	chr10_1453105_1453148	*
1101	1	chr10_1453105_1453148	*
1110	2	chr10_1453105_1453148	*
1111	57	chr10_1453105_1453148	*
0111	1	chr10_1506411_1506441	*
1011	3	chr10_1506411_1506441	*
1101	1	chr10_1506411_1506441	*
1110	4	chr10_1506411_1506441	*
1111	70	chr10_1506411_1506441	*
0001	1	chr10_1517042_1517084	*
0111	2	chr10_1517042_1517084	*
1011	3	chr10_1517042_1517084	*
1101	1	chr10_1517042_1517084	*
1110	3	chr10_1517042_1517084	*
1111	47	chr10_1517042_1517084	*
0111	3	chr10_1549082_1549113	*
1011	1	chr10_1549082_1549113	*
1101	2	chr10_1549082_1549113	*
1110	5	chr10_1549082_1549113	*
1111	45	chr10_1549082_1549113	*
0000	41	chr10_1651202_1651263	*
0001	4	chr10_1651202_1651263	*
0100	5	chr10_1651202_1651263	*
1000	3	chr10_1651202_1651263	*
0000	36	chr10_1651347_1651376	*
0001	5	chr10_1651347_1651376	*
0010	3	chr10_1651347_1651376	*
0100	2	chr10_1651347_1651376	*
0101	1	chr10_1651347_1651376	*
0110	5	chr10_1651347_1651376	*
1001	1	chr10_1651347_1651376	*
1011	2	chr10_1651347_1651376	*
1110	1	chr10_1651347_1651376	*
1111	3	chr10_1651347_1651376	*
0000	2	chr10_1668751_1668813	*
0111	11	chr10_1668751_1668813	*
1011	2	chr10_1668751_1668813	*
1101	2	chr10_1668751_1668813	*
1110	1	chr10_1668751_1668813	*
1111	44	chr10_1668751_1668813	*
0110	1	chr10_1693203_1693262	*
0111	1	chr10_1693203_1693262	*
1010	3	chr10_1693203_1693262	*
1011	1	chr10_1693203_1693262	*
1110	8	chr10_1693203_1693262	*
1111	49	chr10_1693203_1693262	*
0000	66	chr10_1778842_1778861	*
0010	2	chr10_1778842_1778861	*
0100	1	chr10_1778842_1778861	*
1000	1	chr10_1778842_1778861	*
0000	79	chr10_1779084_1779113	*
0001	2	chr10_1779084_1779113	*
1111	3	chr10_1779084_1779113	*
0000	66	chr10_1779323_1779360	*
0100	1	chr10_1779323_1779360	*
0000	1	chr10_1815770_1815805	*
0011	1	chr10_1815770_1815805	*
0111	1	chr10_1815770_1815805	*
1000	1	chr10_1815770_1815805	*
1011	1	chr10_1815770_1815805	*
1100	1	chr10_1815770_1815805	*
1101	1	chr10_1815770_1815805	*
1111	54	chr10_1815770_1815805	*
0101	1	chr10_2062171_2062244	*
1101	6	chr10_2062171_2062244	*
1110	2	chr10_2062171_2062244	*
1111	41	chr10_2062171_2062244	*
0000	2	chr10_2188490_2188549	*
0001	1	chr10_2188490_2188549	*
0101	2	chr10_2188490_2188549	*
0111	11	chr10_2188490_2188549	*
1011	2	chr10_2188490_2188549	*
1101	9	chr10_2188490_2188549	*
1110	1	chr10_2188490_2188549	*
1111	58	chr10_2188490_2188549	*
0000	21	chr10_2544078_2544107	*
0001	1	chr10_2544078_2544107	*
0100	1	chr10_2544078_2544107	*
0101	1	chr10_2544078_2544107	*
0111	3	chr10_2544078_2544107	*
1000	2	chr10_2544078_2544107	*
1011	1	chr10_2544078_2544107	*
1100	3	chr10_2544078_2544107	*
1101	4	chr10_2544078_2544107	*
1110	3	chr10_2544078_2544107	*
1111	10	chr10_2544078_2544107	*
0111	2	chr10_2620206_2620239	*
1101	1	chr10_2620206_2620239	*
1111	49	chr10_2620206_2620239	*
0111	3	chr10_2932443_2932492	*
1011	4	chr10_2932443_2932492	*
1101	2	chr10_2932443_2932492	*
1110	2	chr10_2932443_2932492	*
1111	43	chr10_2932443_2932492	*
1010	2	chr10_2978046_2978062	*
1011	8	chr10_2978046_2978062	*
1101	1	chr10_2978046_2978062	*
1110	1	chr10_2978046_2978062	*
1111	51	chr10_2978046_2978062	*
0000	1	chr10_2978073_2978127	*
0011	1	chr10_2978073_2978127	*
0100	1	chr10_2978073_2978127	*
0101	1	chr10_2978073_2978127	*
0111	1	chr10_2978073_2978127	*
1011	2	chr10_2978073_2978127	*
1101	13	chr10_2978073_2978127	*
1111	42	chr10_2978073_2978127	*
0000	12	chr10_3108453_3108485	*
0001	4	chr10_3108453_3108485	*
0010	2	chr10_3108453_3108485	*
0011	1	chr10_3108453_3108485	*
0101	3	chr10_3108453_3108485	*
1000	8	chr10_3108453_3108485	*
1001	7	chr10_3108453_3108485	*
1010	4	chr10_3108453_3108485	*
1011	2	chr10_3108453_3108485	*
1100	7	chr10_3108453_3108485	*
1101	3	chr10_3108453_3108485	*
1110	1	chr10_3108453_3108485	*
1111	4	chr10_3108453_3108485	*
0000	54	chr10_3109289_3109313	*
1110	1	chr10_3109289_3109313	*
0000	67	chr10_3109685_3109698	*
0000	67	chr10_3109702_3109721	*
0000	65	chr10_3109722_3109752	*
0000	56	chr10_3109761_3109785	*
0000	55	chr10_3110229_3110280	*
0000	68	chr10_3110554_3110593	*
1110	1	chr10_3110554_3110593	*
0000	80	chr10_3110620_3110672	*
1111	1	chr10_3110620_3110672	*
0000	60	chr10_3110781_3110802	*
0000	70	chr10_3110835_3110857	*
0000	60	chr10_3110941_3110960	*
0000	27	chr10_3111069_3111094	*
1000	30	chr10_3111069_3111094	*
0000	52	chr10_3111099_3111146	*
0111	1	chr10_3160907_3160925	*
1101	2	chr10_3160907_3160925	*
1111	76	chr10_3160907_3160925	*
0111	3	chr10_3160926_3160975	*
1011	4	chr10_3160926_3160975	*
1101	4	chr10_3160926_3160975	*
1110	3	chr10_3160926_3160975	*
1111	64	chr10_3160926_3160975	*
0111	1	chr10_3161034_3161059	*
1011	2	chr10_3161034_3161059	*
1101	1	chr10_3161034_3161059	*
1110	2	chr10_3161034_3161059	*
1111	44	chr10_3161034_3161059	*
0111	1	chr10_3166674_3166703	*
1011	2	chr10_3166674_3166703	*
1101	3	chr10_3166674_3166703	*
1110	3	chr10_3166674_3166703	*
1111	56	chr10_3166674_3166703	*
0111	1	chr10_3167799_3167843	*
1001	3	chr10_3167799_3167843	*
1011	1	chr10_3167799_3167843	*
1101	1	chr10_3167799_3167843	*
1110	3	chr10_3167799_3167843	*
1111	42	chr10_3167799_3167843	*
1011	1	chr10_3168208_3168253	*
1110	1	chr10_3168208_3168253	*
1111	57	chr10_3168208_3168253	*
1011	1	chr10_3212909_3212963	*
1101	3	chr10_3212909_3212963	*
1110	2	chr10_3212909_3212963	*
1111	50	chr10_3212909_3212963	*
0000	60	chr10_3214738_3214773	*
0001	3	chr10_3214738_3214773	*
0111	1	chr10_3319294_3319354	*
1011	3	chr10_3319294_3319354	*
1101	5	chr10_3319294_3319354	*
1110	6	chr10_3319294_3319354	*
1111	58	chr10_3319294_3319354	*
0110	1	chr10_3362038_3362063	*
1011	1	chr10_3362038_3362063	*
1101	2	chr10_3362038_3362063	*
1110	1	chr10_3362038_3362063	*
1111	47	chr10_3362038_3362063	*
0111	5	chr10_3362066_3362087	*
1101	1	chr10_3362066_3362087	*
1110	2	chr10_3362066_3362087	*
1111	45	chr10_3362066_3362087	*
0111	1	chr10_3374162_3374202	*
1011	3	chr10_3374162_3374202	*
1101	1	chr10_3374162_3374202	*
1111	48	chr10_3374162_3374202	*
0000	22	chr10_3710872_3710949	*
0010	18	chr10_3710872_3710949	*
0011	1	chr10_3710872_3710949	*
1000	6	chr10_3710872_3710949	*
1010	13	chr10_3710872_3710949	*
1011	6	chr10_3710872_3710949	*
0000	83	chr10_3826931_3826958	*
0000	81	chr10_3826961_3826976	*
0000	52	chr10_3827155_3827210	*
0000	60	chr10_3827223_3827237	*
0000	62	chr10_3827238_3827253	*
0000	60	chr10_3827752_3827769	*
0000	60	chr10_3827772_3827793	*
0000	1	chr10_3921520_3921566	*
0110	1	chr10_3921520_3921566	*
0111	1	chr10_3921520_3921566	*
1000	3	chr10_3921520_3921566	*
1010	1	chr10_3921520_3921566	*
1100	3	chr10_3921520_3921566	*
1101	1	chr10_3921520_3921566	*
1111	40	chr10_3921520_3921566	*
0000	65	chr10_5454438_5454474	*
1000	2	chr10_5454438_5454474	*
0000	67	chr10_5454478_5454511	*
0000	47	chr10_5454534_5454555	*
0001	1	chr10_5454534_5454555	*
1000	1	chr10_5454534_5454555	*
1111	1	chr10_5454534_5454555	*
0000	50	chr10_5454564_5454602	*
1110	1	chr10_5454564_5454602	*
0000	76	chr10_5454729_5454751	*
0111	2	chr10_5524205_5524239	*
1101	1	chr10_5524205_5524239	*
1111	51	chr10_5524205_5524239	*
0111	2	chr10_5538726_5538779	*
1011	1	chr10_5538726_5538779	*
1100	1	chr10_5538726_5538779	*
1101	7	chr10_5538726_5538779	*
1111	61	chr10_5538726_5538779	*
0000	1	chr10_5548801_5548875	*
0111	4	chr10_5548801_5548875	*
1010	1	chr10_5548801_5548875	*
1011	5	chr10_5548801_5548875	*
1100	1	chr10_5548801_5548875	*
1101	3	chr10_5548801_5548875	*
1110	1	chr10_5548801_5548875	*
1111	55	chr10_5548801_5548875	*
0101	1	chr10_5554459_5554493	*
